L,saddle_0,saddle_w
100,4.627604365463018,4.533634913756737
200,4.578598605634488,4.423162186082857
300,4.571004647185902,4.40769213461552
400,4.561848975743882,4.408263353163402
500,4.554778827196086,4.406250883501506
600,4.554227398717822,4.41564464478817
700,4.556738796713998,4.413243221286634
800,4.554418530298401,4.432474941381033
900,4.553903623182096,4.437661951016839
1000,4.549180157113464,4.430514041246569
100,4.627604365463018,4.640699021547906,4.626047205760244,4.646718353004706
200,4.578598605634488,4.5936003699890335,4.576924507957155,4.599406850558008
300,4.571004647185902,4.579657755416274,4.569234098045435,4.585322893458655
400,4.561848975743882,4.569669278671527,4.559985925835095,4.575220780112347
500,4.554778827196086,4.563081372473729,4.552833328795681,4.568537451507581
600,4.554227398717822,4.55650804544517,4.552227878067303,4.561872265950653
700,4.556738796713998,4.5535396652148785,4.554706627884095,4.558829735681315
800,4.554418530298401,4.552418738713694,4.552337837047645,4.557648499876844
900,4.553903623182096,4.548814883517728,4.55178696239442,4.553969137901469
1000,4.549180157113464,4.5464320155022895,4.547004570783719,4.551517491262
