L,saddle_0,saddle_w
100,4.627604365463018,4.477585764474396
200,4.578598605634488,4.410475298315972
300,4.571004647185902,4.394812224005078
400,4.561848975743882,4.371573712237328
500,4.554778827196086,4.392766979198013
600,4.554227398717822,4.382883573488222
700,4.556738796713998,4.3992073285300926
800,4.554418530298401,4.4018817814627
900,4.553903623182096,4.3925496562469855
1000,4.549180157113464,4.401360123115712
