L,saddle_0,saddle_w
100,2.127384364253591,2.8467211047555043,2.088092778201868,2.857484044113205
200,2.118203094975717,2.2135455283277454,2.073125020687273,2.234213181374687
300,2.115285925075309,2.1899221555563813,2.066508321270871,2.2114301028823924
400,2.1134842974752925,2.178299956627358,2.0617508658469004,2.200253476260626
500,2.1125495566476364,2.024618875079737,2.058578340005574,2.06270228993606
600,2.111881234400552,2.020232818175113,2.0560040502634105,2.0597247623282366
700,2.11158011314423,2.0192924605555516,2.054309437169776,2.0597400983256198
800,2.111217844087862,2.0169677866913043,2.052543791825483,2.058312351435072
900,2.111011771513602,2.017095538573189,2.051226361322154,2.0590774265829888
1000,2.1107076198220516,2.017454057858519,2.0496550490851617,2.0599774064539047
1100,2.110499513023424,2.017968067080023,2.048368980503201,2.0609574773650134
1200,2.110356019348582,2.0168985635875867,2.047304628223745,2.060384361201117
1300,2.11025725712572,2.017642776093162,2.0464174966655713,2.0614889792656634
1400,2.1101902138396187,2.016844315356724,2.0456752912851077,2.0610829893528364
100,2.127384364253591,2.0732396119131176,2.088092778201868,2.105211735296421
200,2.118203094975717,2.077014556794436,2.073125020687273,2.104811089032499
300,2.115285925075309,2.082764856388315,2.066508321270871,2.1097956060008656
400,2.1134842974752925,2.085673790212363,2.0617508658469004,2.112391444509803
500,2.1125495566476364,2.087771097567905,2.058578340005574,2.114267895293665
600,2.111881234400552,2.089587165380768,2.0560040502634105,2.11588752039535
700,2.11158011314423,2.0904753067761424,2.054309437169776,2.1166887340598914
800,2.111217844087862,2.0907631802811872,2.052543791825483,2.1169554527442074
