β,sre,pf_minus_α,pf_plus_α,pf_minus_1,pf_plus_1
0.1,0.0017929261135078978,4.020025013888977,2.516694125031603e-11,2.004991749131476,0.004983487041171909
0.2,0.007049963329439857,4.080400888903809,4.107378823844503e-10,2.0198717873637544,0.019742734208869763
0.3,0.015430751394278186,4.182035125805025,2.148328587929255e-9,2.044380585193662,0.043751994447952997
0.4,0.02644053624947551,4.326456902765388,7.100981172190474e-9,2.0781598740056535,0.07627150173923203
0.5,0.03950975557935199,4.51584213935355,1.8338711430214546e-8,2.1208295031146167,0.11648911663668662
0.6,0.05406568751286622,4.753048751395458,4.0649058450309536e-8,2.172050851493259,0.16363779247068172
0.7,0.0695831922176906,5.0416623953693795,8.126521824672084e-8,2.231566169915696,0.2170691144348698
0.8,0.08561254080312986,5.386053224886875,1.5086925766613715e-7,2.2992155329448396,0.2762856120760959
0.9,0.10178882031155045,5.791444446456544,2.649451818645296e-7,2.374938491149617,0.3409445475608693
1.0,0.11782927694471423,6.263993743314811,4.4557707825797594e-7,2.4587675973299246,0.41084619335994627
1.1,0.13352417542772765,6.810888917765024,7.238121283021808e-7,2.5508189137631607,0.48591595982958974
1.2,0.1487251031881558,7.440459378075048,1.1427380826052471e-6,2.6512824327952145,0.5661858259096807
1.3,0.1633330947408791,8.16230536929115,1.7614611275406737e-6,2.7604137851840282,0.6517776991213876
1.4,0.17728781152997208,8.987447128366808,2.6602144525917307e-6,2.8785276947321563,0.7428896496039799
1.5,0.1905582859904773,9.92849644533668,3.946882037711972e-6,3.005993175951893,0.8397850995053966
1.6,0.20313532351353114,10.999853446390825,5.765288343705635e-6,3.1432302794420233,0.9427846733666159
1.7,0.21502544523487943,12.217931792747413,8.305685287997778e-6,3.2907081350654717,1.052260296554076
1.8,0.226246165739183,13.601415920905161,1.1817966025453392e-5,3.4489440559079116,1.1686311318138265
1.9,0.23682237832755426,15.171554443833575,1.662825441031114e-5,3.6185035008686737,1.2923609952558366
2.0,0.2467836328814106,16.952494397346275,2.3159663760292365e-5,3.8000007349468583,1.4239569573935933
2.1,0.2561621181154896,18.9716616600252,3.195819396471831e-5,3.9941000639935536,1.5639688963773266
2.2,0.2649911909366116,21.26019360825095,4.372494823630981e-5,4.201517552674768,1.7129898236245853
2.3,0.2733043251811562,23.85343090115927,5.9356107278472664e-5,4.423023159000867,1.871656845029901
2.4,0.2811343783170217,26.791476236300742,7.999240822992376e-5,4.659443241584293,2.0406526564624246
2.5,0.28851309659760527,30.119828990003807,0.00010708024898668714,4.911663406583675,2.220707497483205
2.6,0.2954707973135937,33.89010587372379,0.00014244698791535647,5.180631677747238,2.412601509914556
2.7,0.3020361809139538,38.160859118178195,0.00018839354977918317,5.467361979307826,2.6171674631474566
2.8,0.3082362372890677,42.998505262804535,0.0002478080985240514,5.772937929412462,2.835293821062374
2.9,0.31409621909188745,48.478379404041966,0.0003243053179752015,6.0985169471468215,3.067928135299612
3.0,0.3196396619258688,54.68593177063573,0.00042239677713517984,6.445334680605524,3.3160807574399254
3.1,0.3248884362487119,61.71808577988648,0.0005476989796604273,6.814709767022614,3.580828868904166
3.2,0.32986281990678457,69.68477932237764,0.000707187038716711,7.2080489390284646,3.8633208324826502
3.3,0.3345815831619068,78.71071396597402,0.000909503528292407,7.6268524936852415,4.164780873606073
3.4,0.33906208031799867,88.937340109927,0.0011653339818906393,8.07272014332471,4.486514103046978
3.5,0.34332034377439724,100.52510991111231,0.0014878628057518265,8.547357269449323,4.829911895876102
3.6,0.34737117752139035,113.65603410710449,0.001893326116348124,9.052581602985446,5.196457644234139
3.7,0.35122824817948306,128.536583744986,0.0024016812782711758,9.59033035632621,5.5877329040747465
3.8,0.3549041721548125,145.4009833687104,0.0030374168192579495,10.162667835322397,6.005423958822153
3.9,0.3584105982021426,164.51494851107415,0.003830531039657166,10.771793556766838,6.451328822394047
4.0,0.3617582849383303,186.17992748022962,0.004817713160288747,11.420050913205273,6.927364714701997
4.1,0.36495717304309183,210.7379155403565,0.006043767434108057,12.109936405915258,7.435576031230198
4.2,0.368016452265282,238.5769187924053,0.007563328454864864,12.844109492312459,7.978142844267987
4.3,0.370944623301964,270.13715551176347,0.009442925198662173,13.625403082930644,8.557389967710685
4.4,0.3737495547585845,305.91809456449454,0.011763462353036458,14.456834730187184,9.175796622440192
4.5,0.37643853540012095,346.4864439927488,0.014623200604348666,15.341618553419629,9.836006741578514
4.6,0.3790183221610124,392.48521815110666,0.018141333061877332,16.283177947629948,10.54083995763087
4.7,0.38149518394850723,444.6440291350426,0.022462273424408232,17.2851591264956,11.29330331638263
4.8,0.38387494175037284,503.7907679503276,0.02776079334825399,18.351445553641682,12.096603765511574
4.9,0.38616300528352454,570.8648632460981,0.03424817224547614,19.48617331969908,12.954161469078961
5.0,0.3883644063967111,646.932330835258,0.04217955343393137,20.693747526489453,13.869624002493554
5.1,0.3904838295999009,733.2028560628233,0.051862736707267404,21.97885974373324,14.846881486194919
5.2,0.39252563990668143,831.0491838228526,0.06366868016172449,23.34650660797964,15.89008272016707
5.3,0.3944939082519632,942.0291281924757,0.07804403489854278,24.802009638069332,17.003652385536128
5.4,0.39639243464926954,1067.9105558513584,0.09552609574824082,26.351036346261015,18.192309383849775
5.5,0.39822476941488905,1210.6997453624117,0.11676062209315752,27.999622729434154,19.46108638936245
5.6,0.39999423244477716,1372.6735787820885,0.14252306599374107,29.754197230320422,20.815350694635413
5.7,0.4017039309435533,1556.416083821106,0.1737438433276303,31.62160626448122,22.26082643496754
5.8,0.403356775504804,1764.8599148854098,0.21153839978306313,33.609141415244586,23.803618282978462
5.9,0.40495549494856675,2001.3334409259255,0.25724296000960223,35.72456840536343,25.450236710587458
