β,sre,pf_minus_α,pf_plus_α,pf_minus_1,pf_plus_1
1.0,0.0006799973675106763,4.031007144682659,5.482286615124529e-11,2.0075753886157948,0.007455275085868357
2.0,0.0024762319247659814,4.122007461097197,6.498233296316127e-10,2.028526812511495,0.026867728434703673
3.0,0.00489590878096946,4.2678444981920745,2.1158790421567326e-9,2.0593155652524473,0.05271984379734801
4.0,0.007525604313351364,4.462183703357389,3.939150095841814e-9,2.0971047069763844,0.08122692489795723
5.0,0.010120000542170438,4.699196863361261,5.3976453176132635e-9,2.140317399783839,0.11045712540508545
6.0,0.012560343354957038,4.974387727414798,6.126896755870184e-9,2.1878323200611303,0.13965488579752028
7.0,0.014801666568638572,5.284731430703409,6.124943718764667e-9,2.2392560152903562,0.16860113266656776
8.0,0.016835860846066586,5.628489602518329,5.566594876860773e-9,2.294076579952212,0.19724060174645525
9.0,0.018673154670623138,6.0049455259120945,4.664413916349277e-9,2.35233467283588,0.22569111098931663
10.0,0.02033083899342114,6.4141657883704015,3.606027459076816e-9,2.4135422865393372,0.25395135002504254
11.0,0.021826964163589313,6.856817005884536,2.5371615118341686e-9,2.4777916327735836,0.2821314065855133
12.0,0.02317842329069153,7.334034976362473,1.5612281227383557e-9,2.5433934158686076,0.31066014636588246
13.0,0.02440566552502177,7.847335109310988,7.356396011716141e-10,2.6136718801485945,0.3392710010361312
14.0,0.025522111555903004,8.398553048838105,2.303216731192924e-10,2.6881384878348675,0.36714703831548945
15.0,0.02653721534118647,8.989806595150407,7.200234726715556e-11,2.7636517267254095,0.39543480870599906
16.0,0.02746926179006448,9.62347270207822,2.4457734158081863e-11,2.8433037841992195,0.4248042852839951
17.0,0.028324900062618674,10.302181030479044,5.162055117462592e-8,2.9262748496048556,0.45484332569313113
18.0,0.029112797763408915,11.028828158527398,6.762251483642344e-7,3.0123947492009218,0.4854590020504686
19.0,0.029835399356407333,11.806593610316641,3.289959693763699e-6,3.1001391497296193,0.5142591204495202
20.0,0.030523363661326464,12.638916515180481,9.83219814048786e-6,3.192644621180677,0.5453209019521209
21.0,0.031178292009383046,13.529577145923403,2.3970186069099394e-5,3.288360049572088,0.5764841074467082
22.0,0.0318029761219607,14.482307931142106,4.407660658526515e-5,3.3876479355330376,0.6080926020977176
23.0,0.03245156722150777,15.502344241079435,9.079375312424343e-5,3.490952814434656,0.6408651192551722
24.0,0.033048869564311856,16.59216974118395,0.0001281273108940502,3.5994074021513516,0.6800402356196004
25.0,0.03360328979394134,17.757618140566805,0.000175126983616464,3.710097635761987,0.7131827055107113
26.0,0.034016354962887574,19.001579317379555,0.0001876367249836835,3.8243067674663784,0.743406647200159
27.0,0.034393392475084106,20.331118449182725,0.0001918751076094189,3.943659439886118,0.7791353165425595
28.0,0.034634863065142296,21.75029464616085,0.00014771001738718797,4.066928821789628,0.8128850483303975
29.0,0.03469335674238616,23.26345863584168,7.122026191210898e-6,4.195523145069576,0.8532753529873965
30.0,0.035674333282950776,24.897701095426406,0.00030888837412075423,4.328020386517235,0.8882885869473541
