beta,log_purity,w_crit,log_Z
0.5,0.319187530032308,0.0521130322048866,0.3618859381337824
1.0,0.26490053127435365,0.14327166572138575,0.4045843385438078
1.5,0.21448840930006718,0.2184818630320635,0.46762613211583626
2.0,0.17551545745031794,0.27269222382840397,0.5442680680772323
2.5,0.14658988356454627,0.3114561155693517,0.6296779042843902
3.0,0.12501315422610082,0.33980398374567605,0.7207635779719457
3.5,0.10859686496476662,0.3611363740861255,0.8156088271917967
4.0,0.09581383353991546,0.3776443327235535,0.9130200010170191
4.5,0.0856345632813218,0.3907394210014293,1.0122375340434813
5.0,0.07736353820229169,0.40135338760381767,1.1127645878278607
5.5,0.07052314853761743,0.4101167051858965,1.214266560841315
6.0,0.06477848197060077,0.41746743014007737,1.316511696156162
6.5,0.059889450431575675,0.4237176916427567,1.4193352110007877
7.0,0.05568027117846652,0.4290963449721427,1.522617121911088
7.5,0.05201954531140762,0.43377039516479315,1.6262681628529325
8.0,0.04880749242864546,0.4378697304811049,1.730220691964354
8.5,0.04596691932389119,0.4414948094071196,1.8344225037418191
9.0,0.04343723211399331,0.44472218869131136,1.938832726813282
9.5,0.04117020476713762,0.44761244982716125,2.0434188950502197
10.0,0.03912724576134696,0.45021762012506467,2.1481549678135017
10.5,0.037276726352733824,0.45257687407388764,2.2530197126944973
11.0,0.03559284127177609,0.45472335014329957,2.3579957739445954
11.5,0.03405399572636725,0.456683370521436,2.4630686947431233
12.0,0.03264243607679873,0.45848215268089,2.5682264799799395
12.5,0.0313429155763254,0.4601378658294583,2.6734589447572747
13.0,0.03014272336837287,0.46166688277706774,2.7787575447546233
13.5,0.029030820607335528,0.46308317475155764,2.884114893668883
14.0,0.0279979830683752,0.4643998159898937,2.989524748780888
14.5,0.02703588042519023,0.46562498576084227,3.094981617716223
15.0,0.02613758676483613,0.46676876088983704,3.2004808096239303
15.5,0.02529703050655563,0.4678389746804575,3.306018241562838
16.0,0.024508712541885025,0.46884248806402923,3.411590246195252
16.5,0.023768032707316422,0.4697863664811379,3.5171936821919
17.0,0.023070753622677742,0.47067386207982553,3.622825782462537
17.5,0.022413102384778227,0.47151074434284884,3.7284839939798067
18.0,0.021791925982844518,0.47230221747781065,3.8341661392630018
18.5,0.021204142177419172,0.4730500094518159,3.9398702440717708
19.0,0.020647345959549313,0.47375948435186477,4.045594578951103
19.5,0.020118869019441377,0.4744316629444147,4.151337478340315
20.0,0.019616815941752463,0.4750712367643179,4.2570975482785105
