beta,log_purity,w_crit,log_Z
0.5,0.34594056732306017,0.003585464696516769,0.3468978462915599
1.0,0.34421812264568413,0.013635462177799759,0.34785599937029515
1.5,0.3418056996908247,0.0267910796742246,0.34940766929981676
2.0,0.3390907523552262,0.04053981781547056,0.3514952590928663
2.5,0.3363478343023573,0.0546551246746452,0.3540536687588963
3.0,0.33374914061685207,0.06840386281589116,0.3570180645465289
3.5,0.3313633658949365,0.081559480312316,0.36032864654233887
4.0,0.3292406603169507,0.09375540844599103,0.3639327970264283
4.5,0.32741600188375025,0.10069978591213215,0.36778551885101657
5.0,0.32576566201143603,0.11348883469062829,0.3718489821921933
5.5,0.3243901340419088,0.12472507346155351,0.3760916389976934
6.0,0.32321050724990924,0.13418195029801538,0.3804872685199537
6.5,0.3222026582195487,0.14194600033587002,0.38501411588377643
7.0,0.32134584559805107,0.14194600033587002,0.3896540433651021
7.5,0.32082324201607265,0.1514028771723319,0.39439193936749484
8.0,0.32026798738961576,0.16049318529086504,0.399215158878208
8.5,0.3195111326270636,0.16049318529086504,0.4041130810965683
9.0,0.3191806302148457,0.1576141172026156,0.4090768395117901
9.5,0.31874996926622684,0.17364880278728986,0.4140994331975417
10.0,0.3184684497534049,0.17890035345482377,0.41917463482619916
10.5,0.3183205258544258,0.19493503903949802,0.4242950969903017
11.0,0.31805643579758597,0.1870309722106071,0.42945687481039385
11.5,0.31791389826037125,0.18991004029885655,0.4346559371005241
12.0,0.31793668205638664,0.20772408781799417,0.43988843173427633
12.5,0.3182343216579913,0.2255381353371318,0.44515157432881797
13.0,0.3186677971673188,0.21215596591381458,0.4504418938091639
13.5,0.31776330594728747,0.21370877592138549,0.4557585849393894
14.0,0.3188287958748666,0.2143018965662066,0.46109784476644544
14.5,0.3193288497444357,0.19086972966160637,0.4664573034203114
15.0,0.31834462587286344,0.18799066157335692,0.4718389994466486
15.5,0.31873300811177446,0.18392535219546524,0.4772402318188366
16.0,0.31924761011292896,0.18488504155821506,0.4826550959094698
16.5,0.31986719632255783,0.23558813281841479,0.4880879250008364
17.0,0.31844430633499526,0.23403532281084385,0.4935303674867063
17.5,0.32034836574430686,0.2315228234405231,0.4989905284807268
18.0,0.31876911771527777,0.22841720342538124,0.5044577574751099
18.5,0.31904485095574747,0.22435189404748956,0.5099452334140685
19.0,0.32159251297943053,0.21873377466202698,0.5154387563041337
19.5,0.3197545739241549,0.25532155906305204,0.5209586073690509
20.0,0.3198754545863653,0.2518493703299815,0.5264586081743933
