beta,log_purity,w_crit,log_Z
0.5,0.34292679710130497,0.014228582822620869,0.34850681192703137
1.0,0.33425297441758656,0.04556481655611203,0.354087184674597
1.5,0.32412076892369274,0.07964010158681636,0.3627726442580948
2.0,0.3145311052405964,0.10942352531273661,0.37392375164030384
2.5,0.30613625512965653,0.1366944496683361,0.386962928693978
3.0,0.2990122263889214,0.1585738065653654,0.401430214647084
3.5,0.2930172179402933,0.17771411216518154,0.41697970285561375
4.0,0.2879728112104642,0.1970809696918901,0.4333568178792947
4.5,0.2837040341062595,0.20557815716560213,0.45037478041367485
5.0,0.2800418723185771,0.22435189404748956,0.46789572397593127
5.5,0.2769096266984817,0.22937689278813106,0.48581681060966647
6.0,0.27417399335331955,0.24659781966244762,0.5040604825246999
6.5,0.2719053997844411,0.255321559063052,0.522567567419533
7.0,0.26986926946797335,0.25280905969273126,0.5412930765940039
7.5,0.2678274926877941,0.263818746536764,0.5602013295354342
8.0,0.26626253060031674,0.2628590571740142,0.5792622040768773
8.5,0.26475757776653447,0.2700299865670478,0.5984539750194156
9.0,0.26334993288821335,0.28917029216686396,0.61775783598793
9.5,0.262214583346499,0.2806731046931519,0.6371595992418535
10.0,0.26114270886299046,0.28414529342622247,0.656646280365486
10.5,0.26008292555112894,0.3054315296784306,0.67620695785278
11.0,0.25916617341019615,0.3085371496935725,0.6958332293384242
11.5,0.25861583600624,0.2953815321971477,0.7155195120756892
12.0,0.25797317475914866,0.2988537209302183,0.7352576730822495
12.5,0.2569004797531546,0.3120093384266431,0.7550430811101396
13.0,0.25632185168805227,0.31104964906389326,0.7748730899976438
13.5,0.2558389864508778,0.3091302703383936,0.794734497763405
14.0,0.25546045344480856,0.31260245907146417,0.8146344571045521
14.5,0.25516851436590254,0.31607464780453476,0.8345750592750512
15.0,0.2542960900187052,0.3364011946939931,0.8545390755505385
15.5,0.2538469419427531,0.3317427646712804,0.8745206690638746
16.0,0.2535909014316288,0.32516495592306793,0.8945450136194364
16.5,0.25347169350014637,0.32731088657546,0.9145855383566155
17.0,0.253390326918464,0.33018995466370943,0.9346379702835448
17.5,0.2534353696008779,0.3332955746788513,0.954746061129313
18.0,0.2534130793600515,0.335808074049172,0.9748121077727439
18.5,0.25215822321595066,0.34800400218284705,0.9949398623816512
19.0,0.2521314792314006,0.34046650407188483,1.0150753861107495
19.5,0.25222688591863335,0.34297900344220555,1.035214725683111
20.0,0.2523411186791468,0.3454915028125263,1.0553538099110258
