beta,log_purity,w_crit,log_Z
0.5,0.31918732504912156,0.05214262530432445,0.3618859381337824
1.0,0.26489963661820365,0.14327225841654853,0.4045843385438078
1.5,0.21448654687222896,0.21836720594409825,0.46762613211583626
2.0,0.17551244163719687,0.2725424859373685,0.5442680680772323
2.5,0.14658555617196328,0.31164276970871435,0.6296779042843902
3.0,0.1250069919320635,0.3398733834270637,0.7207635779719457
3.5,0.10858845946331347,0.3611596196792719,0.8156088271917967
4.0,0.09580212947800909,0.3774208571908386,0.9130200010170191
4.5,0.08561555422452821,0.39057647468726336,1.0122375340434813
5.0,0.07734095365326737,0.40121959281336755,1.1127645878278607
5.5,0.07049679355029242,0.4103099009319007,1.214266560841315
6.0,0.06474790455859653,0.4174808303249342,1.316511696156162
6.5,0.05985445708617204,0.42346551842832547,1.4193352110007877
7.0,0.05564050187139852,0.4290836378137881,1.522617121911088
7.5,0.05197475478662378,0.43374206783650093,1.6262681628529325
8.0,0.04875742670259603,0.4375808252875002,1.730220691964354
8.5,0.04591118522389109,0.4412795659474632,1.8344225037418191
9.0,0.04337554226780632,0.4445742752749558,1.938832726813282
9.5,0.041102308155531675,0.447554348350265,2.0434188950502197
10.0,0.039052828006228724,0.4499652781126693,2.1481549678135017
10.5,0.03719544577148154,0.4523762078750736,2.2530197126944973
11.0,0.03550442657631331,0.4547871376374779,2.3579957739445954
11.5,0.033958143412191555,0.4566289240869774,2.4630686947431233
12.0,0.03253889117185954,0.458118960624632,2.5682264799799395
12.5,0.03123125471328153,0.46017814047519134,2.6734589447572747
13.0,0.030022678401738057,0.4616681770128459,2.7787575447546233
13.5,0.02890211761362499,0.46315821355050046,2.884114893668883
14.0,0.027860220719117146,0.4644308566870952,2.989524748780888
14.5,0.02688880266357868,0.4655691433129048,3.094981617716223
15.0,0.025980929206514902,0.46649003653765453,3.2004808096239303
15.5,0.02513049906749648,0.4679800730753091,3.306018241562838
16.0,0.024331923362480745,0.46890096630005884,3.411590246195252
16.5,0.023580640661209296,0.4698218595248086,3.5171936821919
17.0,0.022872527044884572,0.4703910028377134,3.622825782462537
17.5,0.02220372302722312,0.47124611797498106,3.7284839939798067
18.0,0.02157103527825116,0.47199113624380834,3.8341661392630018
18.5,0.02097145992620758,0.4730243918562673,3.9398702440717708
19.0,0.0204025068100106,0.4736629789438336,4.045594578951103
19.5,0.019861671060321606,0.47445231599361903,4.151337478340315
20.0,0.01934684995414221,0.4750909030811853,4.2570975482785105
