beta,Z,pf_minus,pf_plus,on_shell_term
0.1,0.3471980697029394,1.4159802175694287,0.0022017532123736654,0.0006239548279394159
0.2,0.34906530960227855,1.4212676112245473,0.004409273712728835,0.002483847766475931
0.5,0.3618859381337824,1.457775173399293,0.011141351469068231,0.015025481504226178
1.0,0.4045843385438078,1.5821442237567007,0.02306609399721187,0.05419669210569205
2.0,0.5442680680772323,2.0295644555185115,0.05133217857770012,0.16355314802470844
5.0,1.1127645878278607,5.046117290727579,0.22164532782582305,0.5058545064188351
10.0,2.1481549678135017,24.463035764281486,1.5441133004094871,1.0490082661213473
20.0,4.2570975482785105,586.3741542640284,52.79644796595923,2.116860526056606
50.0,10.613792136492748,8.166143654419911e6,1.1694364740390782e6,5.301715205987372
