weight,saddle_1R2,pf_minus_1R2,pf_plus_1R2,p_1R2,entropy
0.0,1.1518936475818662,3.2785912555565013,0.0031445546792471884,0.0009581986061886239,0
0.02,1.0198421016514687,3.511687525822276,0.14887397403856695,0.04066970983665386,0.14144054254182067
0.04,0.9289581999117594,3.4823777505000924,0.22454815267270228,0.06057530108182343,0.24229218908241482
0.06,0.850351572012185,3.448763317124037,0.29258165985989737,0.07820226727548672,0.32744491915447627
0.08,0.7805456456215614,3.410693496120997,0.3561746110698467,0.09455457449914946,0.4021791902022728
0.1,0.7170085328669525,3.373727779464562,0.4178379069391098,0.11020194333898832,0.4689955935892812
0.12,0.659080242231192,3.332440956852603,0.4766108143164401,0.12512584310980962,0.5293608652873644
0.14,0.6054462847464446,3.292468773984339,0.5343585652029323,0.13963487710329195,0.584238811642856
0.16,0.5555589480677353,3.2538219510195496,0.5912009018862587,0.1537574481357033,0.6343095546405662
0.18,0.5093310149292388,3.2117525046090005,0.6462753172771453,0.16751442631152116,0.6800770457282798
0.2,0.4663495466016103,3.167098774864081,0.7000739016646531,0.18102990484848377,0.7219280948873623
0.22,0.42569432277778413,3.128826739753902,0.7541049548861127,0.19421020357558094,0.7601675029619657
0.24,0.3880162826204288,3.0848186333789167,0.8065402699349152,0.20726442612324342,0.7950402793845223
0.26,0.35225554460335856,3.047025036959419,0.8589893531806909,0.21991453880687792,0.8267463724926178
0.28,0.31876784369607564,3.008319382387817,0.9105330359879885,0.2323468553493946,0.8554508105601306
0.3,0.2873533419579146,2.9695555739640125,0.9612993515227053,0.24455223348230726,0.8812908992306927
0.32,0.25764382987468526,2.9338461709654884,1.01150297711041,0.25637857110915224,0.9043814577244939
0.34,0.22970497311678265,2.8989417454598247,1.060932038243413,0.2679206702520804,0.9248187049730301
0.36,0.20323271805335902,2.867157991096396,1.1096711928519376,0.2790341605143366,0.9426831892554922
0.38,0.1782836735117532,2.8367492863203823,1.1575909581525115,0.2898077998623953,0.9580420222262995
0.4,0.15473607890832214,2.808149027111438,1.2046861303437626,0.30020822761823396,0.9709505944546686
0.42,0.13236255419628118,2.7825999539115878,1.2509422857640022,0.3101349165156166,0.9814538950336535
0.44,0.11130847735035423,2.7582018499163317,1.2963183303615473,0.31972176058393753,0.9895875212220556
0.46,0.09125965281076348,2.736738114627241,1.3407849130503926,0.32882338222232943,0.9953784388202257
0.48,0.07224881770657939,2.717307959642615,1.3843235112925634,0.3375055806700585,0.9988455359952018
0.5,0.05419993210409194,2.699857070947753,1.4269179714716003,0.3457707184918562,1.0
0.52,0.03711036978366272,2.684086738601343,1.4686039329808134,0.3536511744134513,0.9988455359952018
0.54,0.02078655358104343,2.6702303462000976,1.5092821850170126,0.36111440598492395,0.9953784388202257
0.56,0.005251459948467814,2.65780115894726,1.548994224200463,0.3682123999673672,0.9895875212220556
0.58,-0.00949820637207241,2.646591675571658,1.5878011073979492,0.3749772845315531,0.9814538950336537
0.6,-0.023579975872088665,2.6363169986092823,1.6256077193210288,0.38142572356615,0.9709505944546686
0.62,-0.03694978447860488,2.6268032174911466,1.6625445792647826,0.3875984550663342,0.9580420222262995
0.64,-0.04966522878848056,2.6177417509082592,1.698587866914234,0.3935259855736271,0.9426831892554922
0.66,-0.061741061040981385,2.608874158933998,1.7337783139005238,0.39924408520971466,0.92481870497303
0.68,-0.07318735746594986,2.5999662957436906,1.7681696297478613,0.40478814302210314,0.9043814577244937
0.7,-0.08401200953462128,2.590797179951376,1.8018236159139889,0.41019329909151014,0.8812908992306927
0.72,-0.09422009903089781,2.581162913448987,1.8348124768298826,0.4154942712925793,0.8554508105601306
0.74,-0.10380960275570382,2.5709417440467606,1.8672425480738182,0.4207221749193393,0.8267463724926178
0.76,-0.11279286096536766,2.559797725588866,1.8991469241507701,0.42591847922168397,0.7950402793845223
0.78,-0.12115915278043374,2.547686680520486,1.9306706929570947,0.4311113499764916,0.7601675029619656
0.8,-0.12890739569474097,2.5344008695586484,1.9619063203147111,0.43633725131889156,0.7219280948873623
0.82,-0.13603333946736218,2.5197084720827703,1.992947450062767,0.441635144457285,0.6800770457282799
0.84,-0.1425255300961366,2.503459229517522,2.0239270847702486,0.4470409512841946,0.6343095546405662
0.86,-0.1483704035260587,2.48546242641372,2.054978580139374,0.45259448964835797,0.584238811642856
0.88,-0.1535508745566613,2.4654799174057773,2.0862376920432264,0.4583407564020147,0.5293608652873644
0.9,-0.15804343548830294,2.443308811439019,2.117876583505299,0.46432591533174317,0.4689955935892811
0.92,-0.16181971219684235,2.418693000666001,2.15008033625208,0.4706034153365204,0.40217919020227266
0.94,-0.16484459832614104,2.391356445689688,2.1830672890864466,0.47723329006233456,0.32744491915447643
0.96,-0.16707670208759917,2.360944426473906,2.2170556781466404,0.48428475917005337,0.24229218908241493
0.98,-0.168462407885197,2.32740183496987,2.2524188667233256,0.4918137659604422,0.14144054254182076
1.0,-0.16894033048396961,2.290220152375055,2.2895128741246595,0.49992278171606264,0
