weight,saddle_1R2,pf_minus_1R2,pf_plus_1R2,p_1R2,entropy
0.0,9.7147838661277,5.041336269478852e7,1.9710534356807955e7,0.2810815597185812,0
0.02,9.675088891959492,4.9604283968391806e7,2.106847649506764e7,0.29811311114642053,0.14144054254182067
0.04,9.639511352225485,4.88611139619643e7,2.23327049614688e7,0.3136888187651091,0.24229218908241482
0.06,9.550039852422,4.799111502445655e7,2.34222643750369e7,0.32798145910460913,0.32744491915447627
0.08,9.521209210037027,4.736125098809255e7,2.4508028363731477e7,0.3410084056047999,0.4021791902022728
0.1,9.495120970692575,4.677640738186749e7,2.5525887373036847e7,0.3530439450029406,0.4689955935892812
0.12,9.47148575835463,4.623241311652926e7,2.6480935221867543e7,0.3641825858249481,0.5293608652873644
0.14,9.450060465046095,4.572571955867159e7,2.737756509809126e7,0.37450526644097293,0.584238811642856
0.16,9.373789451309415,4.519141104974593e7,2.813843615430316e7,0.383724189087761,0.6343095546405662
0.18,9.35614309088945,4.475170358247211e7,2.8922014350212816e7,0.3925689535125487,0.6800770457282798
0.2,9.34014242819081,4.4340240746070735e7,2.965834078756528e7,0.40079607166637504,0.7219280948873623
0.22,9.32564131828175,4.395459637087088e7,3.0350017815852005e7,0.4084540125541099,0.7601675029619657
0.24,9.31250656376581,4.3592466251529686e7,3.099941202472097e7,0.4155869612227058,0.7950402793845223
0.26,9.300615862413396,4.325164073391696e7,3.1608690965257097e7,0.42223551843553797,0.8267463724926178
0.28,9.289856302803123,4.29299850890272e7,3.2179852606319137e7,0.42843725394327326,0.8554508105601306
0.3,9.280123247049564,4.262542504092985e7,3.27147490905023e7,0.43422714995894346,0.8812908992306927
0.32,9.271319487990962,4.233593566034835e7,3.321510596802782e7,0.43963796199406174,0.9043814577244939
0.34,9.206856567520715,4.2091707467699625e7,3.3653790192633964e7,0.44430086582238915,0.9248187049730301
0.36,9.199584125013713,4.182355682717446e7,3.4089537127940066e7,0.4490600415798668,0.9426831892554922
0.38,9.192989817917649,4.156432817480745e7,3.4495697880860515e7,0.45353255408581217,0.9580420222262995
0.4,9.187002524751032,4.1312154278278574e7,3.487361365517652e7,0.4577444659432597,0.9709505944546686
0.42,9.18155639775791,4.106518355570604e7,3.5224556355147384e7,0.46172075558663866,0.9814538950336535
0.44,9.17659061430817,4.082157399056084e7,3.5549733503424965e7,0.4654854639777444,0.9895875212220556
0.46,9.172049161275668,4.05794871379031e7,3.585029215219267e7,0.4690618301554923,0.9953784388202257
0.48,9.167880646184791,4.033708217313182e7,3.612732194439693e7,0.4724724185238903,0.9988455359952018
0.5,9.164038130796365,4.0092509950097956e7,3.638185744784232e7,0.4757392402937643,1.0
0.52,9.160478984112281,3.984390704067465e7,3.661487985704914e7,0.47888387120276393,0.9988455359952018
0.54,9.157164752698467,3.9589389725550406e7,3.682731813490462e7,0.4819275674915908,0.9953784388202257
0.56,9.154061046894961,3.932704789786254e7,3.702004964725685e7,0.48489138209057453,0.9895875212220556
0.58,9.151137442000095,3.905493882836062e7,3.7193900327903725e7,0.4877962830578779,0.9814538950336537
0.6,9.148367393964165,3.8771080723466255e7,3.73496443982371e7,0.4906632765061254,0.9709505944546686
0.62,9.145728169567747,3.847344598575737e7,3.7488003654556654e7,0.4935135365644883,0.9580420222262995
0.64,9.143200791548617,3.8159954059371985e7,3.760964632625787e7,0.4963685453644118,0.9426831892554922
0.66,9.140769999728354,3.78284637093202e7,3.771518549923176e7,0.4992502466370421,0.92481870497303
0.68,9.138424229935389,3.7476764541816115e7,3.78051770904781e7,0.5021812173114908,0.9043814577244937
0.7,9.136155613486865,3.710256751953085e7,3.788011735158751e7,0.5051848625678923,0.8812908992306927
0.72,9.133960001265146,3.670349415698036e7,3.7940439869871505e7,0.5082856412179868,0.8554508105601306
0.74,9.13183701811625,3.627706399099682e7,3.798651202581888e7,0.5115093301892369,0.8267463724926178
0.76,9.129790155568207,3.5820679800549656e7,3.801863085336151e7,0.5148833394661129,0.7950402793845223
0.78,9.127826913941176,3.533160988592739e7,3.8037018233841166e7,0.5184370923734419,0.7601675029619656
0.8,9.12595900913326,3.480696648984356e7,3.80418153337744e7,0.5222024909885459,0.7219280948873623
0.82,9.124202665217037,3.4243679122515224e7,3.8033076167780064e7,0.5262144933737337,0.6800770457282799
0.84,9.122579022229992,3.363846109264417e7,3.8010760126893446e7,0.5305118392065441,0.6343095546405662
0.86,9.174443164305474,3.3000461970723033e7,3.786543376734117e7,0.534325197938654,0.584238811642856
0.88,9.172649816696556,3.2294639724448796e7,3.780148914208929e7,0.5392806957152045,0.5293608652873644
0.9,9.17103862181587,3.1534172649556898e7,3.7722093247835375e7,0.5446740848506494,0.4689955935892811
0.92,9.16965481490694,3.0714288727983095e7,3.762662080596848e7,0.5505724325672849,0.40217919020227266
0.94,9.168554057969942,2.9829603896658797e7,3.751427254050129e7,0.5570554373344784,0.32744491915447643
0.96,9.218772499534099,2.891495942107339e7,3.728004166969867e7,0.5631851507725968,0.24229218908241493
0.98,9.21759841776903,2.786653586818212e7,3.7108571858925596e7,0.5711198204515456,0.14144054254182076
1.0,9.216891014686192,2.672972166222593e7,3.691452928211707e7,0.5800135712870418,0
