weight,saddle_1R2,pf_minus_1R2,pf_plus_1R2,p_1R2,entropy
0.0,5.391747575725299,3.105471473486194e18,1.6667515977026227e18,0.34926104099476124,0
0.02,5.364557126376233,3.050665696332991e18,1.752475591041808e18,0.3648603041614126,0.14144054254182067
0.04,5.340788009461013,3.001399057826783e18,1.830241591994264e18,0.37880333506633035,0.24229218908241482
0.06,5.31996495392654,2.95701285872483e18,1.9010084215419538e18,0.3913133170626123,0.32744491915447627
0.08,5.301713412990415,2.9169865789937613e18,1.965551824166582e18,0.4025676117353895,0.4021791902022728
0.1,5.285728157255367,2.8808926809863895e18,2.024515652429562e18,0.4127109334891519,0.4689955935892812
0.12,5.271753160892438,2.8483673874966405e18,2.078445266994493e18,0.4218640757731766,0.5293608652873644
0.14,5.259568346962834,2.819091437357634e18,2.1278100357021204e18,0.430129859527206,0.584238811642856
0.16,5.248980675926314,2.7927772867960806e18,2.173018931066088e18,0.4375972826371029,0.6343095546405662
0.18,5.239818071246268,2.769160575016065e18,2.2144316376596541e18,0.44434446944259776,0.6800770457282798
0.2,5.231925238007443,2.747994451671546e18,2.2523666682782497e18,0.45044080102375966,0.7219280948873623
0.22,5.225160759533629,2.729045835457344e18,2.2871074437797007e18,0.455948476145364,0.7601675029619657
0.24,5.219395059058532,2.71209297114627e18,2.318906957113965e18,0.4609236712742041,0.7950402793845223
0.26,5.214508943179423,2.696923848302182e18,2.3479914312327864e18,0.465417415582293,0.8267463724926178
0.28,5.210392530360909,2.68333517792684e18,2.3745632449614367e18,0.46947626196206993,0.8554508105601306
0.3,5.20694442737826,2.67113171592743e18,2.3988033123571604e18,0.473142811293342,0.8812908992306927
0.32,5.204071058633933,2.6601257878824305e18,2.4208730426468065e18,0.4764561306530843,0.9043814577244939
0.34,5.201686083330746,2.650136916393397e18,2.44091596902493e18,0.47945209448052356,0.9248187049730301
0.36,5.19970985705829,2.640991485714575e18,2.4590591087339044e18,0.4821636693978381,0.9426831892554922
0.38,5.198068909763866,2.632522401988323e18,2.4754140995816817e18,0.4846211574519033,0.9580420222262995
0.4,5.196695422961752,2.6245687238932035e18,2.4900781465212923e18,0.4868524083109366,0.9709505944546686
0.42,5.195526696552317,2.616975249717839e18,2.5031348041767137e18,0.48888300794877115,0.9814538950336535
0.44,5.1945046006595454,2.6095920542503547e18,2.5146546159732413e18,0.4907364492395747,0.9895875212220556
0.46,5.193575011116693,2.602273973495801e18,2.524695626944935e18,0.4924342884201813,0.9953784388202257
0.48,5.192687229137035,2.594880037913485e18,2.533303784764369e18,0.4939962903750823,0.9988455359952018
0.5,5.191793386684604,2.5872728562239457e18,2.540513241700928e18,0.4954405650284495,1.0
0.52,5.190847839385487,2.579317952310093e18,2.5463465688070175e18,0.4967836966926691,0.9988455359952018
0.54,5.189806548696386,2.5708830576585073e18,2.5508148925060603e18,0.4980408679555378,0.9953784388202257
0.56,5.1886264546134315,2.561837361379882e18,2.553917962811982e18,0.49922597954104153,0.9895875212220556
0.58,5.187264839550865,2.552050719266041e18,2.555644161586942e18,0.5003517675198622,0.9814538950336537
0.6,5.185678683197703,2.5413928226816026e18,2.5559704585011436e18,0.501429919255839,0.9709505944546686
0.62,5.183824007190635,2.5297323274079053e18,2.554862321666175e18,0.5024711895433834,0.9580420222262995
0.64,5.181655207322956,2.5169359418872934e18,2.552273589251751e18,0.5034855185159921,0.9426831892554922
0.66,5.179124369711395,2.502867473656429e18,2.548146307732747e18,0.5044821530920338,0.92481870497303
0.68,5.1761805658205375,2.487386832099828e18,2.542410541723635e18,0.5054697739823643,0.9043814577244937
0.7,5.17276911942999,2.47034898497031e18,2.5349841596029107e18,0.5064566306343343,0.8812908992306927
0.72,5.168830836423656,2.451602865363667e18,2.525772598260317e18,0.5074506869572833,0.8554508105601306
0.74,5.164301185560972,2.4309902249399173e18,2.5146686092599506e18,0.5084597813077387,0.8267463724926178
0.76,5.159109414980634,2.4083444280489897e18,2.5015519874143155e18,0.5094918050686137,0.7950402793845223
0.78,5.153177584865468,2.3834891799183964e18,2.4862892811164416e18,0.5105549053227567,0.7601675029619656
0.8,5.1464194911452745,2.3562371799777736e18,2.4687334816242724e18,0.511657718723739,0.7219280948873623
0.82,5.138739447911511,2.326388688445727e18,2.448723685656298e18,0.5128096458916923,0.6800770457282799
0.84,5.130030886758326,2.2937299900180529e18,2.4260847218467553e18,0.51402117878653,0.6343095546405662
0.86,5.120174718704853,2.2580317321924833e18,2.400626726429698e18,0.5153042979544146,0.584238811642856
0.88,5.109037387464126,2.2190471063588897e18,2.372144646350855e18,0.516672962951461,0.5293608652873644
0.9,5.096468519798718,2.1765098255753226e18,2.34041763788606e18,0.5181437286337484,0.4689955935892811
0.92,5.082298046831985,2.130131831212541e18,2.305208314241423e18,0.5197365339846965,0.40217919020227266
0.94,5.0663326253026,2.0796006269042383e18,2.2662617739917e18,0.5214757313817597,0.32744491915447643
0.96,5.04835112329814,2.0245760849885036e18,2.2233043093069783e18,0.5233914571353455,0.24229218908241493
0.98,5.028098840369454,1.9646864849702244e18,2.1760416413012227e18,0.525521496447693,0.14144054254182076
1.0,5.005279989358203,1.899523402618586e18,2.1241564462099144e18,0.5279138813264095,0
