β,sre,pf_minus_α,pf_plus_α,pf_minus_1,pf_plus_1
0.1,0.00022457971813416577,4.004999480683764,2.0830862667911227e-30,2.0012471520365134,0.0012453406765844015
0.2,0.0008884031425142602,4.019991763250769,5.4357492566378066e-30,2.004955189700764,0.004926740280814888
0.30000000000000004,0.001963014887939929,4.044958904480198,3.1554496049724866e-30,2.011029205798121,0.010889427658594578
0.4,0.003404930324783173,4.079872737934968,2.083092850774626e-30,2.0193270103251173,0.018902578185628238
0.5,0.005160446865440038,4.124697331153545,7.88865060747706e-31,2.0296777302894218,0.028690675645123148
0.6000000000000001,0.007170689757562743,4.179392145997579,3.9401428993431856e-70,2.0419000024954648,0.039963870750493076
0.7000000000000001,0.009376048871277964,4.243915670317451,7.834922956720209e-66,2.0558164816788933,0.052441790117701934
0.8,0.01171955436642258,4.318229279219816,3.845467200617427e-69,2.0712634877783827,0.06586883788796437
0.9000000000000001,0.014149099399898502,4.402301101619668,8.100208776448405e-68,2.0880960438210514,0.08002189074912117
1.0,0.016618648863379715,4.496109702597604,2.6319715943830145e-68,2.106189718710126,0.09471205934690735
1.1,0.019088671295316884,4.599647440961993,8.975337739103324e-69,2.125440044523942,0.10978317420924143
1.2,0.021526038292464467,4.7129234108086715,3.413938013026125e-69,2.145760890930922,0.12510823000268204
1.3,0.02390359746938886,4.8359659236493835,9.97724978215638e-68,2.1670823127018295,0.1405851871293704
1.4,0.026199573200039072,4.96882452702482,6.279119468827698e-68,2.189348246641729,0.1561328346040684
1.5,0.028396900911217715,5.111571585454517,7.829140307108753e-68,2.2125144252565723,0.17168694614038285
1.6,0.030482562027837723,5.264303469583654,3.873823748652884e-69,2.236546579146052,0.18719690148199766
1.7000000000000002,0.03244695857973623,5.42714141066441,1.3345660675640297e-69,2.261418880285015,0.20262286613810196
1.8,0.034283347398142316,5.600232081656226,1.1384673905524376e-68,2.287112245604097,0.21793382022217755
1.9000000000000001,0.035987341508076476,5.783747965215047,1.089015811565568e-65,2.3136121767827924,0.23310662665089946
2.0,0.03755647962370978,5.977887564419839,4.6618038383144533e-66,2.3409148581986376,0.2481183768680222
2.1,0.03898985778436215,6.1828755055707285,2.680315694561502e-66,2.369009811138933,0.2629598036653465
2.1999999999999997,0.040287821467621,6.398962575416277,2.6721263497935393e-66,2.3979106933614616,0.27760683544146564
2.3000000000000003,0.041451704718630245,6.62642572765541,4.327713426428397e-68,2.427610019051712,0.29205900546079605
2.4,0.04248361680223067,6.865568086868835,3.415715354895413e-68,2.458110279283539,0.3063112528788717
2.5,0.04338626723763195,7.116718972130093,2.2859519007776795e-66,2.489440255038384,0.32033926987132766
2.6,0.04416281593139737,7.380233957115133,1.1030589783684527e-66,2.521597500290592,0.33414857955504246
