beta,Z,pf_minus,pf_plus,on_shell_term
0.1,0.34658660890462767,1.4143240051899417,0.0005163553206894646,6.507319082541629e-5
0.2,0.34662564040778937,1.4146550171374854,0.0010322617425764695,0.0002600568192301366
0.5,0.3468978462915599,1.4169589616384772,0.0025728336066663366,0.0016151525568569578
1.0,0.34785599937029515,1.4250077704985025,0.0050992039550534765,0.0063212673168564805
2.0,0.3514952590928663,1.4548162104977147,0.009869371392025135,0.023384317742945103
5.0,0.3718489821921933,1.6096110083056423,0.01635388170943544,0.10414355786379267
10.0,0.41917463482619916,1.9623538720655835,0.14639090700844992,0.25497007298196667
20.0,0.5264586081743933,2.9904634558184218,0.575884341653039,0.5689697691626018
50.0,0.8614132035529409,12.02995487823274,4.155786755152137,1.6259865756562668
