beta,Z,pf_minus,pf_plus,on_shell_term
0.1,0.3465760315004144,1.4142411758867657,0.00025014261040873123,1.7084291703090872e-5
0.2,0.3465833536365436,1.414323988259381,0.0005001878430402337,6.831648813001673e-5
0.5,0.3466345447323735,1.4149024965247103,0.0012487653344299444,0.0004260769389529719
1.0,0.34681646844445957,1.4169520258602455,0.0024854008919530128,0.0016916355584506056
2.0,0.3475307007977297,1.424906287777209,0.0048868916926361255,0.0065753477970435445
5.0,0.352054294604533,1.4725946806784957,0.010769834058553803,0.034971639144285194
10.0,0.36454951748982045,1.5922955911833243,0.01435875693538463,0.10062722555114681
20.0,0.3966318509962903,1.8907240768245626,0.20121631284379535,0.2403280141385661
50.0,0.5047033444879788,3.389895536685477,0.9168227926645902,0.7160957612925566
