weight,saddle,pf_minus,pf_plus,p_plus,entropy
0.0,1.4873972317195516,6.707255251645826,3.4245925501862335e-7,5.1058029653679266e-8,0
0.02,1.296714426853259,7.050255201203627,0.007879725564530825,0.0011164033624019801,0.098039113279732
0.04,1.1601761283762748,6.947930251663117,0.016689637252337467,0.002396345747296255,0.167944147734173
0.06,1.0415818043012524,6.834484697809992,0.027728362490706364,0.0040407317941089,0.22696752250060448
0.08,0.9332658064648635,6.723250383933791,0.04084555755297595,0.0060385834125229725,0.2787693717685874
0.1,0.8331409477756615,6.614804245017906,0.056058418655359155,0.008403473655758184,0.3250829733914482
0.12,0.7405944065878454,6.503825488656696,0.07334101981385244,0.011150853444169094,0.3669249912727096
0.14,0.654300095924662,6.391493587759974,0.0926630950097215,0.014290693384377108,0.40496348506393853
0.16,0.5726681648338873,6.283832171160682,0.11391982979189665,0.017806227839862316,0.439669879401343
0.18,0.49518000187953437,6.18078414062935,0.13701083220414506,0.021686495493014785,0.4713934868100941
0.2,0.4219537496673935,6.078762298423274,0.16195975416330746,0.025952085800100694,0.5004024235381879
0.22,0.352018527365594,5.982086348789042,0.1885744276613266,0.030559843506711572,0.5269079614313803
0.24,0.28553005036187384,5.887948091116489,0.216881039362571,0.03552614409464264,0.5510799280869728
0.26,0.22213877084685052,5.797463955830472,0.24679450384493576,0.040831229420687155,0.5730569171314204
0.28,0.16121137759945092,5.713018066920278,0.2781094653505345,0.04642022121086827,0.5929533174474745
0.3,0.10292216432729229,5.632901328324377,0.3108776581532848,0.052303031263535214,0.6108643020548935
0.32,0.04708305704099591,5.557609259901974,0.3450598154041005,0.05845826879363179,0.6268694575724264
0.34,-0.006665716673060484,5.487762334122834,0.3805676375194102,0.06485109722160168,0.6410354778811557
0.36,-0.05849552933209423,5.42316116100026,0.41738556587397413,0.07146344090587427,0.6534181947937018
0.38,-0.10870899467525541,5.364956329449267,0.4553033533556664,0.07822732629968221,0.6640641265641081
0.4,-0.15705100499785185,5.313676578424562,0.4943708971092274,0.08511826034338539,0.6730116670092565
0.42,-0.20370575243603795,5.269573858240948,0.5343949921783154,0.09207406275788543,0.6802920001921535
0.44,-0.24867826181769404,5.2310156964005,0.5754019079719205,0.09909757567878415,0.6859298002523728
0.46,-0.29194742168375876,5.195870566383712,0.6174815871435545,0.10621781905451848,0.6899437584583995
0.48,-0.3336479609913331,5.163426742740269,0.6605652993098916,0.1134213945590076,0.6923469670899615
0.5,-0.37388045799894254,5.133213285767184,0.7046017002796571,0.12069613407820383,0.6931471805599453
0.52,-0.4129154335732421,5.10615204935535,0.7493614041396601,0.12797535350079078,0.6923469670899615
0.54,-0.4504448950713753,5.0794156041089185,0.7951814707936309,0.1353593209295672,0.6899437584583995
0.56,-0.48671582403272295,5.054077764158674,0.8418479503271008,0.14278469422685464,0.6859298002523728
0.58,-0.5217815512654845,5.029947006991156,0.8893345607093732,0.15024366564384506,0.6802920001921535
0.6,-0.5556904040250082,5.006850448061006,0.9376180487629022,0.15772950083995996,0.6730116670092565
0.62,-0.5884865485751262,4.984628710377484,0.9866778702585356,0.16523651179763105,0.6640641265641081
0.64,-0.6202105724234019,4.963132725652284,1.0364960177154783,0.17276002600348628,0.6534181947937018
0.66,-0.6508999049247071,4.942221595615574,1.0870569533720673,0.1802963562787445,0.6410354778811556
0.68,-0.6805891289227519,4.921761031525516,1.1383476292016323,0.18784277525892462,0.6268694575724263
0.7,-0.7093102116689136,4.9016221000808935,1.1903575894432021,0.1953974980399504,0.6108643020548935
0.72,-0.7368834711240759,4.880796123655119,1.243295142373828,0.20301708259485488,0.5929533174474745
0.74,-0.7637565172215756,4.860960311363142,1.2967193581080756,0.2105857121046749,0.5730569171314204
0.76,-0.789744421418658,4.841078413921227,1.3508467544197458,0.2181626421014522,0.5510799280869728
0.78,-0.8146567698650631,4.820240732906108,1.4059033094471323,0.225806422062114,0.5269079614313803
0.8,-0.8389476022654478,4.799934513557503,1.4614351633899163,0.23340502778018435,0.5004024235381879
0.82,-0.862205289845543,4.778481652479001,1.5179099674674341,0.2410761685564195,0.47139348681009424
0.84,-0.8848796170973268,4.757258736213231,1.5748799882488658,0.2487121740028917,0.439669879401343
0.86,-0.9065639657308807,4.734673007240705,1.6328118431313445,0.25642963925323514,0.40496348506393853
0.88,-0.9272805904539041,4.710637296273446,1.6917267315312814,0.264234698961869,0.3669249912727096
0.9,-0.9474697060025227,4.686376165187536,1.7511880893057972,0.27202650258340977,0.3250829733914482
0.92,-0.966734392905314,4.660362009771416,1.8116821469277995,0.27992425624175116,0.2787693717685873
0.94,-0.9853068078673932,4.633082589160881,1.8730065111312255,0.2878851614631488,0.22696752250060453
0.96,-1.0030246798638456,4.6036632031488285,1.9354123057605561,0.29597644240743026,0.16794414773417304
0.98,-1.0199488438071507,4.571845860096777,1.998911218301581,0.30421322755532787,0.09803911327973205
1.0,-1.0361725442151737,4.53730597386697,2.06347576434878,0.3126108158374823,0
