beta,Z,pf_minus,on_shell_term
0.1,0.34657603158187655,1.4142411815725653,1.7088230629897944e-5
0.2,0.34658335396646,1.414324010069921,6.833157939003006e-5
0.5,0.3466345467959028,1.414902592368111,0.0004261426139409942
1.0,0.3468164767120918,1.4169518628927729,0.0016915122781157386
2.0,0.347530733546408,1.424898762848798,0.006570034035610013
5.0,0.35205449093617047,1.472476765755407,0.03489136670903089
10.0,0.36455024325538854,1.5920431883739323,0.10046797217442059
20.0,0.3966204454869539,1.888423118814036,0.2391217066688957
50.0,0.5044195492952989,3.1501178380408765,0.643020311744413
