beta,Z,pf_minus,on_shell_term
0.1,0.34665168286575504,1.4146552518547089,0.00023418027959864988
0.2,0.34688557177900725,1.4159773015323556,0.0009343933727647093
0.5,0.34850682548301426,1.4251088141483739,0.005741346128137994
1.0,0.3540872376132776,1.4561604936237273,0.021715935223607142
2.0,0.37392393415925207,1.563640890520163,0.07309307195769818
5.0,0.46789674241914647,2.0832656589821497,0.2660399484448793
10.0,0.6566011122110726,3.4623445288104855,0.5853448568677104
20.0,1.054433780304908,9.582834271503044,1.2055396208972653
50.0,2.2678422671268783,202.24856284975857,3.041655182975641
