weight,saddle_1R2,p_1R2,entropy
0.0,1.1518936475818662,0.0009581986061886239,0
0.02,1.1110421217896145,0.04066970983665386,0.14144054254182067
0.04,1.0871572378807044,0.06057530108182343,0.24229218908241482
0.06,1.0639016447326044,0.07820226727548672,0.32744491915447627
0.08,1.0412983276632328,0.09455457449914946,0.4021791902022728
0.1,1.0183413611194057,0.11020194333898832,0.4689955935892812
0.12,0.9957637289319721,0.12512584310980962,0.5293608652873644
0.14,0.9727068439986527,0.13963487710329195,0.584238811642856
0.16,0.9492253374301034,0.1537574481357033,0.6343095546405662
0.18,0.9256962016260759,0.16751442631152116,0.6800770457282798
0.2,0.901866093126328,0.18102990484848377,0.7219280948873623
0.22,0.8773069208646267,0.19421020357558094,0.7601675029619657
0.24,0.8525044101746162,0.20726442612324342,0.7950402793845223
0.26,0.8271947364762602,0.21991453880687792,0.8267463724926178
0.28,0.8015366963293236,0.2323468553493946,0.8554508105601306
0.3,0.7755101519466034,0.24455223348230726,0.8812908992306927
0.32,0.7492574819369303,0.25637857110915224,0.9043814577244939
0.34,0.7227709672207655,0.2679206702520804,0.9248187049730301
0.36,0.6962488121741848,0.2790341605143366,0.9426831892554922
0.38,0.6696666483578895,0.2898077998623953,0.9580420222262995
0.4,0.6431209533211725,0.30020822761823396,0.9709505944546686
0.42,0.6167982324839714,0.3101349165156166,0.9814538950336535
0.44,0.5906039984582645,0.31972176058393753,0.9895875212220556
0.46,0.564774252993692,0.32882338222232943,0.9953784388202257
0.48,0.5392873509999573,0.3375055806700585,0.9988455359952018
0.5,0.5141902481339832,0.3457707184918562,1.0
0.52,0.4895030510708106,0.3536511744134513,0.9988455359952018
0.54,0.465261436030494,0.36111440598492395,0.9953784388202257
0.56,0.44143624954422456,0.3682123999673672,0.9895875212220556
0.58,0.4180229377499309,0.3749772845315531,0.9814538950336537
0.6,0.39494684217212445,0.38142572356615,0.9709505944546686
0.62,0.372197578815938,0.3875984550663342,0.9580420222262995
0.64,0.3496864049191468,0.3935259855736271,0.9426831892554922
0.66,0.3273341617285871,0.39924408520971466,0.92481870497303
0.68,0.305053282051295,0.40478814302210314,0.9043814577244937
0.7,0.28274479280370435,0.41019329909151014,0.8812908992306927
0.72,0.2602996777783665,0.4154942712925793,0.8554508105601306
0.74,0.23761720595784588,0.4207221749193393,0.8267463724926178
0.76,0.21452264099999188,0.42591847922168397,0.7950402793845223
0.78,0.1909077343259693,0.4311113499764916,0.7601675029619656
0.8,0.1666034683229514,0.43633725131889156,0.7219280948873623
0.82,0.1414162477496905,0.441635144457285,0.6800770457282799
0.84,0.11515761154906047,0.4470409512841946,0.6343095546405662
0.86,0.08760580275023923,0.45259448964835797,0.584238811642856
0.88,0.05849829297249117,0.4583407564020147,0.5293608652873644
0.9,0.02755249245472865,0.46432591533174317,0.4689955935892811
0.92,-0.005569583193113004,0.4706034153365204,0.40217919020227266
0.94,-0.041260364894752204,0.47723329006233456,0.32744491915447643
0.96,-0.07998638436280912,0.48428475917005337,0.24229218908241493
0.98,-0.12216213267132142,0.4918137659604422,0.14144054254182076
1.0,-0.16849472073921723,0.49992278171606264,0
