weight,saddle_1R2,p_1R2,entropy
0.0,1.03600320381157,0.00014479180156727435,0
0.02,1.0055551130239757,0.02769049766552396,0.14144054254182067
0.04,0.9816254010598843,0.045683199619494824,0.24229218908241482
0.06,0.9575296589857296,0.06245832522923983,0.32744491915447627
0.08,0.9331248667146542,0.07845450279594865,0.4021791902022728
0.1,0.908373304765741,0.09390086194420717,0.4689955935892812
0.12,0.8831075373703354,0.10900877944852128,0.5293608652873644
0.14,0.8572851925564557,0.12371862641290401,0.584238811642856
0.16,0.8310126703107077,0.13809778006801918,0.6343095546405662
0.18,0.8044167379638617,0.15203460186668644,0.6800770457282798
0.2,0.7775639470633585,0.1655436898428857,0.7219280948873623
0.22,0.7505113556962377,0.17862965578281753,0.7601675029619657
0.24,0.7233886829332099,0.19123792264202533,0.7950402793845223
0.26,0.6962380019355868,0.2033934089437643,0.8267463724926178
0.28,0.6691656381238936,0.21506946897356877,0.8554508105601306
0.3,0.6422592435807022,0.22625610096223828,0.8812908992306927
0.32,0.6155783867344385,0.23696129532690602,0.9043814577244939
0.34,0.589169596426578,0.24719803152570824,0.9248187049730301
0.36,0.5630869169397764,0.25697219326137416,0.9426831892554922
0.38,0.5373499637111032,0.2663066435760076,0.9580420222262995
0.4,0.511971490385228,0.2752234337149087,0.9709505944546686
0.42,0.48695196500989835,0.28374660819005787,0.9814538950336535
0.44,0.4622842713455752,0.2919001290653981,0.9895875212220556
0.46,0.4379641693657336,0.2997047751037033,0.9953784388202257
0.48,0.41398531243366365,0.3071807844822818,0.9988455359952018
0.5,0.39025288786255075,0.31437339454580765,1.0
0.52,0.36676797191728994,0.32129537608633224,0.9988455359952018
0.54,0.3435128033086593,0.3279646596180743,0.9953784388202257
0.56,0.32046425888968044,0.334399592442584,0.9895875212220556
0.58,0.29759485038648525,0.34061853090058475,0.9814538950336537
0.6,0.2748723109363709,0.34663993904549417,0.9709505944546686
0.62,0.25225911688677743,0.35248242182792466,0.9580420222262995
0.64,0.22971323323935985,0.3581645415584021,0.9426831892554922
0.66,0.20718709621305892,0.36370502071575966,0.92481870497303
0.68,0.18462656376106798,0.3691229579202309,0.9043814577244937
0.7,0.16197262307225502,0.3744373857896156,0.8812908992306927
0.72,0.13915796292220228,0.37966802929229193,0.8554508105601306
0.74,0.11611007665644613,0.384834549029725,0.8267463724926178
0.76,0.09274620172252855,0.38995762791959965,0.7950402793845223
0.78,0.06897770272375524,0.39505794647295395,0.7601675029619656
0.8,0.04470519303998491,0.40015719067356126,0.7219280948873623
0.82,0.019816508948593693,0.4052783698206806,0.6800770457282799
0.84,-0.0058084352830618845,0.41044473440720547,0.6343095546405662
0.86,-0.032302463032509,0.41568070079971864,0.584238811642856
0.88,-0.059820425931988205,0.4210135302087846,0.5293608652873644
0.9,-0.0885248942893929,0.4264703966259875,0.4689955935892811
0.92,-0.11860483238721524,0.43208184494213747,0.40217919020227266
0.94,-0.15026712330044817,0.43787996576114296,0.32744491915447643
0.96,-0.1837461609110226,0.4438999651398978,0.24229218908241493
0.98,-0.2193103651531508,0.45018102199053867,0.14144054254182076
1.0,-0.25726383902184286,0.45676620441752525,0
