weight,saddle_1R2,p_1R2,entropy
0.0,3.1674009775885965,0.24013215433643414,0
0.02,3.065012468816745,0.2550227041600709,0.14144054254182067
0.04,3.007283883033261,0.26975728821437767,0.24229218908241482
0.06,2.9474026204749695,0.2828863548244021,0.32744491915447627
0.08,2.88581105108425,0.29484458312764794,0.4021791902022728
0.1,2.87347368836075,0.30712878327055,0.4689955935892812
0.12,2.809825731254989,0.317175260453776,0.5293608652873644
0.14,2.7967405691842147,0.32768284313917234,0.584238811642856
0.16,2.783644065009073,0.3375215350602459,0.6343095546405662
0.18,2.7183358316051396,0.3455316384836622,0.6800770457282798
0.2,2.7049076127001768,0.35408334470351444,0.7219280948873623
0.22,2.691546186749717,0.3621256162684243,0.7601675029619657
0.24,2.6782611364924325,0.3696952335530628,0.7950402793845223
0.26,2.665005228937654,0.37682587466431244,0.8267463724926178
0.28,2.6518840206404724,0.3835530405031884,0.8554508105601306
0.3,2.6388422709131905,0.3899068905593405,0.8812908992306927
0.32,2.572356179915367,0.39499024244142167,0.9043814577244939
0.34,2.5592765747522597,0.40069355523699507,0.9248187049730301
0.36,2.546255518056918,0.406116936751883,0.9426831892554922
0.38,2.5332752063292867,0.4112846121462558,0.9580420222262995
0.4,2.520314713954814,0.41621967250945824,0.9709505944546686
0.42,2.5073501025575244,0.42094414925883133,0.9814538950336535
0.44,2.494354499806869,0.42547909018559343,0.9895875212220556
0.46,2.481298145364101,0.42984463700547426,0.9953784388202257
0.48,2.468148401926249,0.4340601044110522,0.9988455359952018
0.5,2.454869729410537,0.4381440607415967,1.0
0.52,2.441423620218177,0.44211441049900235,0.9988455359952018
0.54,2.4277684932263663,0.44598847905537015,0.9953784388202257
0.56,2.4138595436698966,0.4497831000259811,0.9895875212220556
0.58,2.3996485453749403,0.4535147059270927,0.9814538950336537
0.6,2.385083600872448,0.45719942290718546,0.9709505944546686
0.62,2.3701088337024676,0.4608531705401526,0.9580420222262995
0.64,2.3546640156689973,0.46449176790811875,0.9426831892554922
0.66,2.338684119827028,0.46813104749177625,0.92481870497303
0.68,2.3220987874664805,0.4717869787427674,0.9043814577244937
0.7,2.3048316941281564,0.4754758036566841,0.8812908992306927
0.72,2.2867997955207184,0.4792141872256304,0.8554508105601306
0.74,2.2679124287714703,0.48301938636571995,0.8267463724926178
0.76,2.248070237284702,0.4869094418432838,0.7950402793845223
0.78,2.2271638779398204,0.4909033989428658,0.7601675029619656
0.8,2.2050724564928657,0.4950215642436011,0.7219280948873623
0.82,2.181661619465896,0.4992858080629743,0.6800770457282799
0.84,2.2103287516979764,0.5031285748334938,0.6343095546405662
0.86,2.183489811048259,0.5076856405261986,0.584238811642856
0.88,2.154774080757745,0.5124696952364345,0.5293608652873644
0.9,2.123958267762903,0.5175140476520556,0.4689955935892811
0.92,2.0907853320710417,0.522856547386731,0.40217919020227266
0.94,2.0549564626500105,0.5285406879204044,0.32744491915447643
0.96,2.0680304698145244,0.5336329652003792,0.24229218908241493
0.98,2.0249838890663945,0.5401002497057075,0.14144054254182076
1.0,1.9779044953229523,0.547100282540139,0
