weight,saddle_1R2,p_1R2,entropy
0.0,1.1057251207322274,0.012261948444600018,0
0.02,1.0576977648197194,0.03915254890608833,0.14144054254182067
0.04,1.030486413617826,0.05775343892918948,0.24229218908241482
0.06,1.0066269479578143,0.07435745233248676,0.32744491915447627
0.08,0.9842276532498891,0.08979944381154563,0.4021791902022728
0.1,0.9613193894928129,0.10476116629468907,0.4689955935892812
0.12,0.9379720612787035,0.11935384783755748,0.5293608652873644
0.14,0.9142395499198539,0.13362105225522775,0.584238811642856
0.16,0.8911375655267353,0.147482568522606,0.6343095546405662
0.18,0.8673927997225316,0.16115786798108978,0.6800770457282798
0.2,0.8430986663502429,0.1746153489568789,0.7219280948873623
0.22,0.8187445235623116,0.18793819618268487,0.7601675029619657
0.24,0.7937367372999159,0.20106392132869455,0.7950402793845223
0.26,0.7682148036928566,0.2139375815660912,0.8267463724926178
0.28,0.7423489531524254,0.22671367554583888,0.8554508105601306
0.3,0.7160552779565276,0.23917667093125403,0.8812908992306927
0.32,0.6894103349495732,0.2514820199483484,0.9043814577244939
0.34,0.6625380913298097,0.26338608294714366,0.9248187049730301
0.36,0.6354689324120789,0.2750340871994598,0.9426831892554922
0.38,0.6084080193325465,0.2862069106633596,0.9580420222262995
0.4,0.5813673050151904,0.2970336081676364,0.9709505944546686
0.42,0.5544713471489275,0.30746017046649077,0.9814538950336535
0.44,0.5278488533824695,0.3174419604344868,0.9895875212220556
0.46,0.501615983803117,0.32694757588810225,0.9953784388202257
0.48,0.4758501996234989,0.3359051760188432,0.9988455359952018
0.5,0.4506198054746151,0.3444378305781993,1.0
0.52,0.4259184426736333,0.35245459533550044,0.9988455359952018
0.54,0.4018542648862265,0.3600400453476451,0.9953784388202257
0.56,0.3783800712016012,0.3671808058798922,0.9895875212220556
0.58,0.3554639994993513,0.3739098594900393,0.9814538950336537
0.6,0.33305839063565934,0.38026403695949024,0.9709505944546686
0.62,0.3111014336570673,0.3862826490136479,0.9580420222262995
0.64,0.289521574888347,0.39200621609056047,0.9426831892554922
0.66,0.26832491661613705,0.39746466832793903,0.92481870497303
0.68,0.24722293301217363,0.4027223707058959,0.9043814577244937
0.7,0.2262011369366659,0.40781096489197644,0.8812908992306927
0.72,0.2052025188910832,0.4127617067431919,0.8554508105601306
0.74,0.18392852270523655,0.4176416849723014,0.8267463724926178
0.76,0.16229114809573425,0.4224834819733078,0.7950402793845223
0.78,0.14014376727211889,0.4273254933306707,0.7601675029619656
0.8,0.11715692025963667,0.4322354991109684,0.7219280948873623
0.82,0.09312655079505318,0.4372572259372291,0.6800770457282799
0.84,0.06775456596948279,0.4424480814182094,0.6343095546405662
0.86,0.040689261849759205,0.44787223452557406,0.584238811642856
0.88,0.011540639294958362,0.4535975692841645,0.5293608652873644
0.9,-0.02020418454501861,0.45971057256448894,0.4689955935892811
0.92,-0.055093832927579335,0.4662998607786907,0.40217919020227266
0.94,-0.09382879966511894,0.47347617454210317,0.32744491915447643
0.96,-0.13724599849974473,0.481368030383643,0.24229218908241493
0.98,-0.18636644688513782,0.4901280485564495,0.14144054254182076
1.0,-0.2424348582636244,0.49993677310908635,0
