weight,saddle_1R2,p_1R2,entropy
0.0,2.6344125832213745,0.002170539792383447,0
0.02,2.6198481126395246,0.10607677753963866,0.14144054254182067
0.04,2.6050751080847916,0.14455663215440345,0.24229218908241482
0.06,2.590071821627489,0.1725537087485241,0.32744491915447627
0.08,2.574827923698701,0.1953014576627032,0.4021791902022728
0.1,2.559333918777134,0.21479369639668225,0.4689955935892812
0.12,2.543580214242234,0.2320381864761173,0.5293608652873644
0.14,2.5275568543409728,0.2476257849500807,0.584238811642856
0.16,2.51125339513709,0.2619369419143346,0.6343095546405662
0.18,2.4946588211567633,0.2752331382662427,0.6800770457282798
0.2,2.4777614752769015,0.28770299388495935,0.7219280948873623
0.22,2.4605489913118737,0.299487773892677,0.7601675029619657
0.24,2.443008224460052,0.31069651800222364,0.7950402793845223
0.26,2.4251251768567426,0.32141551925318534,0.8267463724926178
0.28,2.406884916279561,0.3317145309022136,0.8554508105601306
0.3,2.388271486325339,0.3416509823015252,0.8812908992306927
0.32,2.3692678063972554,0.35127293241326457,0.9043814577244939
0.34,2.3498555597179576,0.36062119490048605,0.9248187049730301
0.36,2.330018116148856,0.3697288155988852,0.9426831892554922
0.38,2.309798309494641,0.3785988218686913,0.9580420222262995
0.4,2.289061819402061,0.38731075833370443,0.9709505944546686
0.42,2.2678203239988233,0.3958698490009237,0.9814538950336535
0.44,2.246052130290349,0.40429548741726157,0.9895875212220556
0.46,2.2237294489860457,0.41260697615130865,0.9953784388202257
0.48,2.200821756635591,0.4208222583223287,0.9988455359952018
0.5,2.177293874224765,0.4289587608557984,1.0
0.52,2.153108519406525,0.4370325769349293,0.9988455359952018
0.54,2.1282246833265615,0.4450591589295145,0.9953784388202257
0.56,2.102597140593308,0.45305352397423804,0.9895875212220556
0.58,2.076173468180016,0.46103116740129846,0.9814538950336537
0.6,2.0488975279000963,0.46900692321312965,0.9709505944546686
0.62,2.020709548139176,0.4769949890012164,0.9580420222262995
0.64,1.9915371507289223,0.4850114147872498,0.9426831892554922
0.66,1.9613016285701055,0.4930721057047188,0.92481870497303
0.68,1.9299140182485524,0.501193781703423,0.9043814577244937
0.7,1.897273193234627,0.5093942572782305,0.8812908992306927
0.72,1.8632675261365883,0.5176917927882349,0.8554508105601306
0.74,1.8277560277556268,0.5261093574295335,0.8267463724926178
0.76,1.790583202637494,0.5346704459800837,0.7950402793845223
0.78,1.7515771353617595,0.5433992613097358,0.7601675029619656
0.8,1.7105143076019977,0.5523279931905674,0.7219280948873623
0.82,1.6671439862367508,0.561490343658472,0.6800770457282799
0.84,1.62115736511918,0.5709272311221499,0.6343095546405662
0.86,1.5721688647389371,0.5806890004383637,0.584238811642856
0.88,1.5197045165122043,0.5908356533221716,0.5293608652873644
0.9,1.4631617997248785,0.6014419758030319,0.4689955935892811
0.92,1.4018594710704049,0.6125850860641167,0.40217919020227266
0.94,1.3346991895510965,0.6244009806894801,0.32744491915447643
0.96,1.260240387232162,0.6370595711556188,0.24229218908241493
0.98,1.1764132555992985,0.650799933752789,0.14144054254182076
1.0,1.0800478369589002,0.6659814581188465,0
