weight,saddle_1R2,p_1R2,entropy
0.0,1.0284790775666486,5.419774026047842e-5,0
0.02,1.014042049037313,0.02683777668836003,0.14144054254182067
0.04,0.9995978362629331,0.03755049043484066,0.24229218908241482
0.06,0.9851403588122544,0.04562425612607091,0.32744491915447627
0.08,0.9706679473897061,0.05233680055166259,0.4021791902022728
0.1,0.956180347750304,0.0581820523031774,0.4689955935892812
0.12,0.9416776996770893,0.06341291761689506,0.5293608652873644
0.14,0.9271600156005027,0.06817949951789416,0.584238811642856
0.16,0.9126277615328785,0.07257935166481373,0.6343095546405662
0.18,0.8980800547199381,0.07668051993830212,0.6800770457282798
0.2,0.8835184147885324,0.08053187874364418,0.7219280948873623
0.22,0.868941271691839,0.08417102510166871,0.7601675029619657
0.24,0.8543491115021735,0.08762666580896017,0.7950402793845223
0.26,0.8397425995703551,0.09092156237729639,0.8267463724926178
0.28,0.8251210897140527,0.09407442426741121,0.8554508105601306
0.3,0.8104845420812976,0.09710053171808493,0.8812908992306927
0.32,0.7958329164316963,0.100012640843028,0.9043814577244939
0.34,0.7811661721833968,0.1028215299901224,0.9248187049730301
0.36,0.7664851926873499,0.10553623401763082,0.9426831892554922
0.38,0.751788127218289,0.10816502207746262,0.9580420222262995
0.4,0.7370768336654274,0.11071444653458852,0.9709505944546686
0.42,0.7223492766519292,0.11319089014380795,0.9814538950336535
0.44,0.7076074946328637,0.1155993202359999,0.9895875212220556
0.46,0.6928504281197921,0.11794462738921199,0.9953784388202257
0.48,0.6780780328146451,0.12023101601447651,0.9988455359952018
0.5,0.6632902643583207,0.12246225284742156,1.0
0.52,0.6484870783302419,0.12464172793157799,0.9988455359952018
0.54,0.6336684302474628,0.1267725051105155,0.9953784388202257
0.56,0.6188342755636042,0.12885736415220306,0.9895875212220556
0.58,0.6039845696676305,0.13089883613925252,0.9814538950336537
0.6,0.5891192678819235,0.132899233394787,0.9709505944546686
0.62,0.5742383254608607,0.134860674940203,0.9580420222262995
0.64,0.5593433108064622,0.13678490079667163,0.9426831892554922
0.66,0.5444310000026243,0.13867411860063464,0.92481870497303
0.68,0.5295029134944358,0.14052978107639433,0.9043814577244937
0.7,0.5145607825981448,0.14235320778406757,0.8812908992306927
0.72,0.49960105604366517,0.1441462541045754,0.8554508105601306
0.74,0.48462731032831563,0.14590980939636097,0.8267463724926178
0.76,0.4696357615315794,0.1476455517768547,0.7950402793845223
0.78,0.4546302185465276,0.14935418634365977,0.7601675029619656
0.8,0.4396066644862777,0.15103724676607053,0.7219280948873623
0.82,0.42456914080389413,0.15269528398218182,0.6800770457282799
0.84,0.40951339759363725,0.1543297128795891,0.6343095546405662
0.86,0.39444370877358664,0.15594095411392483,0.584238811642856
0.88,0.3793555916205714,0.15753032410160367,0.5293608652873644
0.9,0.36425355217390193,0.15909813238919962,0.4689955935892811
0.92,0.3491353035751679,0.16064536514849695,0.40217919020227266
0.94,0.333998298690758,0.1621729804281567,0.32744491915447643
0.96,0.31884741933484195,0.1636811464769755,0.24229218908241493
0.98,0.3036801905069937,0.16517074431807485,0.14144054254182076
1.0,0.28849656527574064,0.16664237429842552,0
0.0,1.0284790775666486,2.0800145104468046,0.00011273819633070427,5.419774026047842e-5,0
0.02,0.9104351839742992,2.0789962619639204,0.0573343642796287,0.02683777668836003,0.14144054254182067
0.04,0.812405548148994,2.077970669162344,0.08107315444683841,0.03755049043484066,0.24229218908241482
