weight,saddle_1R2,p_1R2,entropy
0.0,1.006869392739652,3.594494723535763e-5,0
0.02,0.9815125752872939,0.020937871360450236,0.14144054254182067
0.04,0.9563017705128859,0.03773519859144212,0.24229218908241482
0.06,0.9308740591434509,0.0531399606918668,0.32744491915447627
0.08,0.905322680714335,0.06755851798466048,0.4021791902022728
0.1,0.8796795813930035,0.08119764157698457,0.4689955935892812
0.12,0.8539818168640193,0.09417651095851808,0.5293608652873644
0.14,0.8282656210894047,0.10657248368506653,0.584238811642856
0.16,0.8025785261083749,0.11843394827166132,0.6343095546405662
0.18,0.7768935665029245,0.12982823413848804,0.6800770457282798
0.2,0.7512208242882632,0.1407932510340783,0.7219280948873623
0.22,0.7255731884578231,0.15135880268129595,0.7601675029619657
0.24,0.6999629896876443,0.1615499016123191,0.7950402793845223
0.26,0.6744001761537187,0.1713887100459535,0.8267463724926178
0.28,0.6488949747216641,0.18089429515266725,0.8554508105601306
0.0,1.0068692235188683,2.7463186839274617e-5,0
0.02,0.9815125752872939,0.020937871360450236,0.14144054254182067
0.04,0.9563017705128859,0.03773519859144212,0.24229218908241482
0.06,0.9308740591434509,0.0531399606918668,0.32744491915447627
0.08,0.905322680714335,0.06755851798466048,0.4021791902022728
0.1,0.8796795813930035,0.08119764157698457,0.4689955935892812
0.12,0.8539818168640193,0.09417651095851808,0.5293608652873644
0.14,0.8282656210894047,0.10657248368506653,0.584238811642856
0.16,0.8025785261083749,0.11843394827166132,0.6343095546405662
0.18,0.7768935665029245,0.12982823413848804,0.6800770457282798
0.2,0.7512208242882632,0.1407932510340783,0.7219280948873623
0.22,0.7255731884578231,0.15135880268129595,0.7601675029619657
0.24,0.6999629896876443,0.1615499016123191,0.7950402793845223
0.26,0.6744001761537187,0.1713887100459535,0.8267463724926178
0.28,0.6488949747216641,0.18089429515266725,0.8554508105601306
0.3,0.6234562918761113,0.1900838711260157,0.8812908992306927
0.32,0.5980916997747012,0.1989732051494021,0.9043814577244939
0.34,0.5728084974491566,0.20757654749852436,0.9248187049730301
0.36,0.5476125216019294,0.21590729303371375,0.9426831892554922
0.38,0.522508163871449,0.22397812902317582,0.9580420222262995
0.4,0.4974989831119477,0.23180095996215985,0.9709505944546686
0.42,0.4725875176825305,0.2393870800376235,0.9814538950336535
0.44,0.4477744087893814,0.2467475205571116,0.9895875212220556
0.46,0.4230593546962489,0.2538928066747112,0.9953784388202257
0.48,0.3984399916564864,0.26083333881589443,0.9988455359952018
0.5,0.37391316883422665,0.26757904631783147,1.0
0.52,0.34947327176503296,0.2741399000334294,0.9988455359952018
0.54,0.3251135035873648,0.28052555444700095,0.9953784388202257
0.56,0.3008250334678693,0.2867456043786344,0.9895875212220556
0.58,0.276597153979284,0.2928095396678334,0.9814538950336537
0.6,0.25241731472843937,0.29872674688756845,0.9709505944546686
0.62,0.2282709577431708,0.3045065491289667,0.9580420222262995
0.64,0.2041414443432967,0.31015822430719237,0.9426831892554922
0.66,0.18000997920511616,0.31569102074039396,0.92481870497303
0.68,0.155855154118491,0.3211142546482184,0.9043814577244937
0.7,0.13165388205549686,0.3264370969302279,0.8812908992306927
0.72,0.10738039268473892,0.3316687939941291,0.8554508105601306
0.74,0.08300638927458993,0.3368186238160815,0.8267463724926178
0.76,0.0585009257461879,0.3418959140158882,0.7950402793845223
0.78,0.03382966105157169,0.34691018322899136,0.7601675029619656
0.8,0.00895709371140886,0.35187068107401553,0.7219280948873623
0.82,-0.016157818665548204,0.35678725652024557,0.6800770457282799
0.84,-0.04155695590223894,0.36166941029993344,0.6343095546405662
0.86,-0.06728836487475963,0.3665273186988715,0.584238811642856
0.88,-0.0934014037738219,0.3713708845226367,0.5293608652873644
0.9,-0.1199521661473165,0.37621073871289423,0.4689955935892811
0.92,-0.14699898264682357,0.38105738264846306,0.40217919020227266
0.94,-0.1746070461965571,0.3859220071384735,0.32744491915447643
0.96,-0.20284655970748333,0.3908161206087597,0.24229218908241493
0.98,-0.23179397244494077,0.3957517350039346,0.14144054254182076
1.0,-0.261533231769028,0.4007415369133215,0
