weight,saddle_1R2,pf_minus_1R2,pf_plus_1R2,p_1R2,entropy
0.0,5.391747575725299,3.105471473486194e18,1.6667515977026227e18,0.34926104099476124,0
0.02,5.381781330616973,3.051252645965918e18,1.7528112048298808e18,0.3648600974650921,0.14144054254182067
0.04,5.370561739634262,3.001976531784594e18,1.8305936256182449e18,0.37880332121283844,0.24229218908241482
0.06,5.359437302881919,2.9575818307948175e18,1.9013753000467855e18,0.3913134544814259,0.32744491915447627
0.08,5.348506840057242,2.9175478714827924e18,1.965932129620972e18,0.40256786741762673,0.4021791902022728
0.1,5.337852017841019,2.8814470633607613e18,2.0249081376520246e18,0.41271128051104744,0.4689955935892812
0.12,5.327538825571892,2.8489155545714893e18,2.0788488077320266e18,0.42186449166174317,0.5293608652873644
0.14,5.31761893368376,2.8196340265443784e18,2.1282236172045652e18,0.43013032517080074,0.584238811642856
0.16,5.308130805599529,2.793314908436826e18,2.1734416527210307e18,0.43759778156196866,0.6343095546405662
0.18,5.299100434065116,2.769693717796792e18,2.2148626238387333e18,0.44434498720341403,0.6800770457282798
0.2,5.290542999984171,2.7485236652745155e18,2.2528052015891446e18,0.45044132500766376,0.7219280948873623
0.22,5.282462973867172,2.729571504809305e18,2.287552772475518e18,0.4559489950911681,0.7601675029619657
0.24,5.274856200454727,2.712615536316515e18,2.319358468089552e18,0.46092417529555774,0.7950402793845223
0.26,5.267710137328988,2.6974436764913065e18,2.348448536844601e18,0.46541789589516613,0.8267463724926178
0.28,5.261005284415906,2.6838526126371087e18,2.375025418466489e18,0.4694767108169191,0.8554508105601306
0.3,5.254715923719416,2.6716470305408215e18,2.399270040828405e18,0.47314322183947,0.8812908992306927
0.32,5.24881120150437,2.6606392185163494e18,2.42134385015177e18,0.4764564968899736,0.9043814577244939
0.34,5.2432559562925904,2.650648701930185e18,2.4413904487862236e18,0.4794524112099059,0.9248187049730301
0.36,5.238011151107152,2.641501790472298e18,2.4595368474499686e18,0.4821639320990865,0.9426831892554922
0.38,5.233034824504983,2.6330313793494083e18,2.475894731518971e18,0.4846213622569177,0.9580420222262995
0.4,5.2282823752885905,2.62507648609149e18,2.490561321149382e18,0.48685255191916543,0.9709505944546686
0.42,5.223707064326163,2.6174818766507156e18,2.5036201901736054e18,0.48888308756676296,0.9814538950336535
0.44,5.219260341848321,2.6100976098660946e18,2.515141912999385e18,0.49073646251623176,0.9895875212220556
0.46,5.214891872456595,2.6027784449635144e18,2.525184503161729e18,0.4924342333801229,0.9953784388202257
0.48,5.210550070163854,2.595383444378309e18,2.533793978133918e18,0.49399616535255036,0.9988455359952018
0.5,5.206181568979282,2.5877751263329853e18,2.541004437816285e18,0.49544036861677265,1.0
0.52,5.201731737284328,2.57981903241961e18,2.546838502754787e18,0.4967834276584167,0.9988455359952018
0.54,5.197144170856408,2.571382866083132e18,2.551307301306365e18,0.49804052518103026,0.9953784388202257
0.56,5.192360480919804,2.56233574304207e18,2.5544105375442335e18,0.4992255620013928,0.9895875212220556
0.58,5.187320339023284,2.552547537367213e18,2.5561366348573885e18,0.5003512741607407,0.9814538950336537
0.6,5.1819607600249435,2.5418879127578045e18,2.5564625566406236e18,0.501429348960051,0.9709505944546686
0.62,5.17621563299466,2.53022545191635e18,2.555353716968859e18,0.5024705411338644,0.9580420222262995
0.64,5.170015491960267,2.517426880445638e18,2.5527639873669627e18,0.5034847905969041,0.9426831892554922
0.66,5.16328651724065,2.5033559843235384e18,2.548635407231909e18,0.5044813440284218,0.92481870497303
0.68,5.155949635402221,2.4878725761606175e18,2.5428979567799875e18,0.5054688819793184,0.9043814577244937
0.7,5.147920130102161,2.470831674751611e18,2.535469566353386e18,0.5064556534344214,0.8812908992306927
0.72,5.139105778112766,2.45208212180203e18,2.5262555905073633e18,0.5074496220417041,0.8554508105601306
0.74,5.129406073112858,2.431465657463294e18,2.5151487773896525e18,0.5084586256952577,0.8267463724926178
0.76,5.118710382353177,2.408815617629956e18,2.5020289004319053e18,0.5094905552862766,0.7950402793845223
0.78,5.1068960307906295,2.3839556623557586e18,2.4867624689950566e18,0.5105535573879315,0.7601675029619656
0.8,5.0938260653808625,2.3566984577456343e18,2.469202446789014e18,0.5116562680491082,0.7219280948873623
0.82,5.079346389662758,2.326844220557296e18,2.449187892492233e18,0.5128080872405211,0.6800770457282799
0.84,5.063282226553931,2.2941791476624863e18,2.4265435514292465e18,0.5140195063556929,0.6343095546405662
0.86,5.045434273494495,2.2584739056505306e18,2.401079585924142e18,0.515302504900037,0.584238811642856
0.88,5.02557273542676,2.2194815773183168e18,2.3725908392443576e18,0.5166710417472736,0.5293608652873644
0.9,5.003431173914945,2.1769358510575084e18,2.3408564507250796e18,0.5181416706123135,0.4689955935892811
0.92,4.978697444647829,2.1305485724984233e18,2.3056389448146616e18,0.5197343294927135,0.40217919020227266
0.94,4.9510028816733,2.0800072153326633e18,2.2666834006229322e18,0.5214733692576403,0.32744491915447643
0.96,4.91990707803527,2.0249715457396828e18,2.2237160139102387e18,0.5233889248597668,0.24229218908241493
0.98,4.884878342726076,1.9650697805486456e18,2.1764424564608033e18,0.5255187795925467,0.14144054254182076
1.0,4.845266203875192,1.8998934116681498e18,2.1245453357483996e18,0.5279109632646867,0
