β,weight,weight_lower,weight_upper
0.1,0.00061798095703125,0.0006103515625,0.0006256103515625
0.2,0.0024620313197374344,0.0024544112384319305,0.0024696514010429382
0.30000000000000004,0.005422861024896974,0.005415269081709084,0.0054304529680848646
0.4,0.009392413753247465,0.00938486698916485,0.00939996051733008
0.5,0.014198488975950233,0.01419100278312475,0.014205975168775717
0.6000000000000001,0.019683929829903687,0.01967651697289049,0.019691342686916885
0.7000000000000001,0.025679094679787504,0.02567176552507823,0.02568642383449678
0.8,0.03206263208759892,0.032055394413122676,0.03206986976207516
0.9000000000000001,0.038688703412607064,0.038681563144577484,0.03869584368063665
1.0,0.0454602749166077,0.04545323575588908,0.04546731407732632
1.1,0.05228503145261224,0.0522780956194176,0.05229196728580689
1.2,0.059130284799314516,0.05912345310521691,0.05913711649341212
1.3,0.06588433154804614,0.06587760430581446,0.06589105879027782
1.4,0.07254815564346162,0.07254153146139841,0.07255477982552483
1.5,0.079696712430436,0.07969018993183158,0.0797032349290404
1.6,0.08566108277200285,0.08565466935327012,0.08566749619073559
1.7000000000000002,0.09185695160065235,0.09185062919265298,0.09186327400865171
1.8,0.09788543052798498,0.09787920266282985,0.09789165839314012
1.9000000000000001,0.10370214938940722,0.103696013512983,0.10370828526583142
2.0,0.10926541005159601,0.10925936293266159,0.10927145717053045
2.1,0.11476250026196386,0.1147565380330047,0.11476846249092301
2.1999999999999997,0.12007644362809944,0.12007056527937558,0.12008232197682331
2.3000000000000003,0.12492287449661743,0.1249170772335144,0.12492867175972047
2.4,0.12984484817623207,0.12983912486503263,0.1298505714874315
2.5,0.13418259582723338,0.13417694762052051,0.13418824403394625
2.6,0.13871512727116314,0.13870954525437268,0.1387207092879536
2.7,0.14307021343222595,0.14306470057738668,0.14307572628706522
2.8,0.14726387531882396,0.14725842891838112,0.14726932171926682
2.9,0.15070855323270177,0.15070317082347506,0.15071393564192848
2.9999999999999996,0.15454599024846705,0.15454066040183043,0.15455132009510364
3.1,0.15822529294545712,0.15822002165426452,0.15823056423664972
3.2,0.16175067725332554,0.16174546210473018,0.1617558924019209
3.3000000000000003,0.1651261493960114,0.1651209880413682,0.16513131075065454
3.4,0.16837596134791194,0.168370851499707,0.1683810711961169
3.5,0.17148291092243165,0.1714778506632077,0.1714879711816556
3.6,0.17446049651976578,0.1744554836695867,0.17446550936994487
3.7,0.17732664960035727,0.177316714770147,0.17733658443056755
3.8000000000000003,0.1800641707204378,0.18005432320807113,0.18007401823280442
3.9,0.18270035831581688,0.18269059434862964,0.18271012228300415
4.0,0.18523735868231828,0.18522767516774152,0.18524704219689506
4.1000000000000005,0.1876772278664789,0.1876676217774642,0.18768683395549354
4.2,0.1900219338325474,0.19001240220479404,0.19003146546030078
4.3,0.19227335911009963,0.19226389903936614,0.19228281918083315
4.4,0.1951658294347774,0.19515643807427444,0.19517522079528032
4.5,0.19726823887252698,0.19725893578531,0.19727754195974395
4.6,0.19930073800672865,0.19929149908264984,0.1993099769308075
4.699999999999999,0.20128288533445238,0.20127370843928277,0.20129206222962195
4.8,0.20381718485973688,0.2038080684567962,0.2038263012626776
4.9,0.2056791539618451,0.20567011490143422,0.20568819302225597
5.0,0.2074935086598268,0.20748452642456378,0.20750249089508982
5.1000000000000005,0.2098144378809599,0.2098055110171423,0.20982336474477753
5.2,0.21153243744999314,0.21152358141700417,0.21154129348298212
5.3,0.2137156782256945,0.2137068746240532,0.21372448182733583
5.4,0.21535816248709194,0.21534942551427164,0.21536689945991228
5.5,0.21742558174297305,0.21741689489682786,0.21743426858911827
5.6,0.21899504151041066,0.21898641775842387,0.21900366526239745
5.7,0.2209674400209301,0.22095886416697988,0.22097601587488036
5.8,0.222891918910452,0.22288340325078915,0.2229004345701149
5.8999999999999995,0.22436336554421904,0.22435490861682802,0.22437182247161008
6.0,0.2261971411306499,0.22618872911003884,0.22620555315126095
6.1,0.22798528133298018,0.22797692527612928,0.22799363738983106
6.199999999999999,0.2297451416737179,0.2297368401882832,0.22975344315915258
6.300000000000001,0.23113071451714606,0.2311224667400522,0.23113896229423994
6.3999999999999995,0.23282100340340697,0.23281279791227966,0.2328292088945343
6.500000000000001,0.23446804089396323,0.23445988698764952,0.23447619480027693
6.6,0.23607251157534048,0.2360644079341963,0.23608061521648466
6.699999999999999,0.23766728826931272,0.2376592335942619,0.23767534294436354
6.800000000000001,0.239220404536923,0.23921239853208887,0.23922841054175717
6.8999999999999995,0.24074840949044174,0.2407404508844399,0.24075636809644357
7.000000000000001,0.24225163783149412,0.24224372585794932,0.2422595498050389
