β,weight,weight_lower,weight_upper
0.5,6.984919309616089e-11,0.0,1.3969838619232177e-10
1.0,6.984919309616089e-11,0.0,1.3969838619232177e-10
1.5,6.984919309616089e-11,0.0,1.3969838619232177e-10
2.0,9.080395102500914e-10,8.381903171539306e-10,9.778887033462523e-10
2.5,6.915070116519927e-9,6.845220923423767e-9,6.984919309616088e-9
3.0,4.91039827466011e-8,4.903413355350494e-8,4.917383193969726e-8
3.5,3.9695296436548235e-7,3.9688311517238615e-7,3.970228135585785e-7
4.0,8.866167627274992e-6,8.866097778081895e-6,8.866237476468087e-6
4.5,0.00171661376953125,0.001708984375,0.0017242431640625
5.0,0.00218963623046875,0.0021820068359375,0.002197265625
5.5,0.00272369384765625,0.002716064453125,0.0027313232421875
6.0,0.00331878662109375,0.0033111572265625,0.003326416015625
6.5,0.00388336181640625,0.003875732421875,0.0038909912109375
7.0,0.00452423095703125,0.0045166015625,0.0045318603515625
7.5,0.00525665283203125,0.0052490234375,0.0052642822265625
8.0,0.00588226318359375,0.0058746337890625,0.005889892578125
8.5,0.00667572021484375,0.0066680908203125,0.006683349609375
9.0,0.00748443603515625,0.007476806640625,0.0074920654296875
9.5,0.00823211669921875,0.0082244873046875,0.00823974609375
10.0,0.00910186767578125,0.00909423828125,0.0091094970703125
10.5,0.00980377197265625,0.009796142578125,0.0098114013671875
11.0,0.01074981689453125,0.0107421875,0.0107574462890625
11.5,0.01143646240234375,0.0114288330078125,0.011444091796875
12.0,0.01241302490234375,0.0124053955078125,0.012420654296875
12.5,0.01311492919921875,0.0131072998046875,0.01312255859375
13.0,0.01407623291015625,0.014068603515625,0.0140838623046875
13.5,0.01486968994140625,0.014862060546875,0.0148773193359375
14.0,0.01573944091796875,0.0157318115234375,0.0157470703125
14.5,0.01667022705078125,0.01666259765625,0.0166778564453125
15.0,0.01740264892578125,0.01739501953125,0.0174102783203125
15.5,0.01842498779296875,0.0184173583984375,0.0184326171875
16.0,0.01915740966796875,0.0191497802734375,0.0191650390625
16.5,0.02004241943359375,0.0200347900390625,0.020050048828125
17.0,0.02106475830078125,0.02105712890625,0.0210723876953125
17.5,0.02170562744140625,0.021697998046875,0.0217132568359375
18.0,0.02263641357421875,0.0226287841796875,0.02264404296875
18.5,0.02364349365234375,0.0236358642578125,0.023651123046875
19.0,0.02426910400390625,0.024261474609375,0.0242767333984375
19.5,0.02513885498046875,0.0251312255859375,0.025146484375
20.0,0.02610015869140625,0.026092529296875,0.0261077880859375
20.5,0.02681732177734375,0.0268096923828125,0.026824951171875
21.0,0.02751922607421875,0.0275115966796875,0.02752685546875
21.5,0.02843475341796875,0.0284271240234375,0.0284423828125
22.0,0.02935028076171875,0.0293426513671875,0.02935791015625
22.5,0.02986907958984375,0.0298614501953125,0.029876708984375
23.0,0.03060150146484375,0.0305938720703125,0.030609130859375
23.5,0.03144073486328125,0.03143310546875,0.0314483642578125
24.0,0.03226470947265625,0.032257080078125,0.0322723388671875
24.5,0.03275299072265625,0.032745361328125,0.0327606201171875
25.0,0.03391265869140625,0.033905029296875,0.0339202880859375
25.5,0.03479766845703125,0.0347900390625,0.0348052978515625
26.0,0.03598785400390625,0.035980224609375,0.0359954833984375
26.5,0.03713226318359375,0.0371246337890625,0.037139892578125
27.0,0.03829193115234375,0.0382843017578125,0.038299560546875
27.5,0.04006195068359375,0.0400543212890625,0.040069580078125
28.0,0.04210662841796875,0.0420989990234375,0.0421142578125
28.5,0.04357147216796875,0.0435638427734375,0.0435791015625
29.0,0.04546356201171875,0.0454559326171875,0.04547119140625
29.5,0.04816436767578125,0.04815673828125,0.0481719970703125
30.0,0.05025482177734375,0.0502471923828125,0.050262451171875
30.5,0.05239105224609375,0.0523834228515625,0.052398681640625
31.0,0.05593109130859375,0.0559234619140625,0.055938720703125
31.5,0.05759429931640625,0.057586669921875,0.0576019287109375
32.0,0.06127166748046875,0.0612640380859375,0.061279296875
32.5,0.06383514404296875,0.0638275146484375,0.0638427734375
33.0,0.06737518310546875,0.0673675537109375,0.0673828125
33.5,0.07062530517578125,0.07061767578125,0.0706329345703125
34.0,0.07440948486328125,0.07440185546875,0.0744171142578125
34.5,0.07775115966796875,0.0777435302734375,0.0777587890625
35.0,0.08260345458984375,0.0825958251953125,0.082611083984375
35.5,0.08521270751953125,0.085205078125,0.0852203369140625
36.0,0.09084320068359375,0.0908355712890625,0.090850830078125
36.5,0.09415435791015625,0.094146728515625,0.0941619873046875
37.0,0.09877777099609375,0.0987701416015625,0.098785400390625
37.5,0.10466766357421875,0.1046600341796875,0.10467529296875
38.0,0.10822296142578125,0.10821533203125,0.1082305908203125
38.5,0.11301422119140625,0.113006591796875,0.1130218505859375
39.0,0.11908721923828125,0.11907958984375,0.1190948486328125
39.5,0.12526702880859375,0.1252593994140625,0.125274658203125
40.0,0.12837982177734375,0.1283721923828125,0.128387451171875
