β,weight
0.1,9.765625e-5
1.0,9.765625e-5
2.0,9.765625e-5
3.0,9.765625e-5
4.0,0.007519531249999999
5.0,0.004980468750000001
6.0,0.00791015625
7.0,0.01220703125
8.0,0.01865234375
9.0,0.018261718750000003
10.0,0.01650390625

0.1,7.62939453125e-6,0.0,1.52587890625e-5
1.0,9.765625e-6,0.0,1.953125e-5
2.0,9.765625e-6,0.0,1.953125e-5
3.0,0.000380859375,0.00037109375,0.000390625
3.1,0.00157928466796875,0.0015716552734375,0.0015869140625
