β,weight,weight_lower,weight_upper
0.1,0.00067138671875,0.0006103515625,0.000732421875
1.0,0.04534912109375,0.0452880859375,0.04541015625
2.0,0.10858154296875,0.1085205078125,0.108642578125
3.0,0.15423583984375,0.1541748046875,0.154296875
4.0,0.18548583984375,0.1854248046875,0.185546875
5.0,0.21099853515625,0.2109375,0.2110595703125
6.0,0.22845458984375,0.2283935546875,0.228515625
7.0,0.24554443359375,0.2454833984375,0.24560546875
8.0,0.26055908203125,0.260498046875,0.2606201171875
9.0,0.27398681640625,0.27392578125,0.2740478515625
10.0,0.28607177734375,0.2860107421875,0.2861328125
