weight,saddle,pf_minus,pf_plus,p_plus,entropy
0.0,1.3500633541605944,4.340000760977497,0.0010572014487430148,0.00024353543718917296,0
0.02,1.2330893203751656,4.482541861101621,0.22675609491893337,0.04815072162275045,0.14144054254182067
0.04,1.1495099946584322,4.441247799763001,0.34478218443254777,0.07203928633357691,0.24229218908241482
0.06,1.0775444255779216,4.394525526451553,0.44776593709941026,0.09246984417808118,0.32744491915447627
0.08,1.013379040088472,4.345517005590093,0.5424078205552776,0.11096893668535031,0.4021791902022728
0.1,0.9551815690499619,4.294197703116958,0.6309743583012171,0.12811214520686848,0.4689955935892812
0.12,0.9016838878020933,4.244095568599966,0.7158060587328955,0.1443185999472762,0.5293608652873644
0.14,0.8522937644404645,4.191934058588508,0.7966972917111822,0.15970257887733494,0.584238811642856
0.16,0.8063419484004586,4.141113557895446,0.8751314744073657,0.1744594749203506,0.6343095546405662
0.18,0.7635439089739053,4.088678843704781,0.9507403188370943,0.1886606944514499,0.6800770457282798
0.2,0.723371684360946,4.040641026017597,1.0251104654389298,0.20236098576248668,0.7219280948873623
0.22,0.6858734348114471,3.9886027047928643,1.0966783528648154,0.21565737280408137,0.7601675029619657
0.24,0.6505515630021549,3.940891523896665,1.1671975666152654,0.2284998452323958,0.7950402793845223
0.26,0.6174096339309355,3.892395389145103,1.2358327909161464,0.24098631096820386,0.8267463724926178
0.28,0.5862096686471658,3.845683146815893,1.3030661451968963,0.25308401541677933,0.8554508105601306
0.3,0.5568915221966055,3.7987575011805537,1.3686768935381977,0.26486584811546326,0.8812908992306927
0.32,0.5292627697215183,3.75382434763969,1.4329656064933673,0.27627214889462,0.9043814577244939
0.34,0.5032207363842671,3.7108010277839028,1.4959013566119654,0.287303027170341,0.9248187049730301
0.36,0.47872985441929583,3.6681549414806858,1.557345986637275,0.29802807578835805,0.9426831892554922
0.38,0.45563956737632433,3.627545364367996,1.6174300675878828,0.3083770531570888,0.9580420222262995
0.4,0.4339222089456264,3.587706722042741,1.6760497836331585,0.31841324381663116,0.9709505944546686
0.42,0.4134464639849041,3.5499479838932926,1.7332672938789835,0.32807054090172033,0.9814538950336535
0.44,0.3941890571209771,3.51323965021478,1.7890089190266096,0.33740570545951776,0.9895875212220556
0.46,0.37607687963596204,3.477799841245814,1.843275096518358,0.3464102870336331,0.9953784388202257
0.48,0.3590018698375285,3.444435507307569,1.8960807109340392,0.3550369727288897,0.9988455359952018
0.5,0.3429088577268808,3.4129455074631903,1.9474098401298832,0.36329864605045564,1.0
0.52,0.32778015888194517,3.382672350907407,1.9972495358650857,0.3712413633319999,0.9988455359952018
0.54,0.3135602579671035,3.3536595002988507,2.0456199816270337,0.3788690673403289,0.9953784388202257
0.56,0.30019861387720076,3.325899835759583,2.0925537961721745,0.3861902192611637,0.9895875212220556
0.58,0.2876260645086848,3.2995811627826126,2.1381085051646993,0.3932016418237085,0.9814538950336537
0.6,0.2758318121859546,3.274248017427151,2.1823354450619195,0.39994539807999696,0.9709505944546686
0.62,0.2647636087818728,3.2499241459057804,2.2253230260885473,0.4064333455977999,0.9580420222262995
0.64,0.2544150042476212,3.226230611341585,2.2671532381794637,0.41270613892694386,0.9426831892554922
0.66,0.24476151073215333,3.2029990538119413,2.3079312248898485,0.4187915847546393,0.92481870497303
0.68,0.23578387064874382,3.180036077359763,2.3477727944290323,0.42472032750822925,0.9043814577244937
0.7,0.22745854085933645,3.1571781332910867,2.386807829495741,0.4305219828327182,0.8812908992306927
0.72,0.2197883288428941,3.13412456665171,2.4251548272949672,0.43623546424661463,0.8554508105601306
0.74,0.21276716447863053,3.1106529917575356,2.462943651291255,0.44189484977585497,0.8267463724926178
0.76,0.2063879481201155,3.086557350884097,2.5003070720244778,0.4475331568405582,0.7950402793845223
0.78,0.20065980667521888,3.061574389682649,2.537369191701624,0.4531871333974559,0.7601675029619656
0.8,0.19558754045419896,3.0354754992685606,2.5742585178779662,0.45889136811292175,0.7219280948873623
0.82,0.19117987859279606,3.0080270662801123,2.611102842828777,0.46468098888335885,0.6800770457282799
0.84,0.18744933686926155,2.9789897186043626,2.648030654528578,0.4705919792243868,0.6343095546405662
0.86,0.18441095884720093,2.9481299833277124,2.6851715388678814,0.4766603612975662,0.584238811642856
0.88,0.18208854408334854,2.9151578284544484,2.722665880831852,0.4829285237044984,0.5293608652873644
0.9,0.1805065614674196,2.879789435365534,2.7606619984782235,0.4894399022591947,0.4689955935892811
0.92,0.17969425578559584,2.8417317570133336,2.799319155809053,0.4962407180984775,0.40217919020227266
0.94,0.17968828404542184,2.8006387768675984,2.8388189615885735,0.5033850936110948,0.32744491915447643
0.96,0.18053254486369655,2.7561006143790836,2.879373254740802,0.5109372027290555,0.24229218908241493
0.98,0.18227873804512454,2.7076502808567486,2.921230197320528,0.5189717935290874,0.14144054254182076
1.0,0.18498859669762344,2.6547376291054197,2.96468854992775,0.527578520559519,0
