T,β,sre
0.2,5.0,7.348769230031138e-6
0.19898989898989902,5.025380710659897,7.651846016365482e-6
0.197979797979798,5.051020408163264,7.975784818370357e-6
0.196969696969697,5.076923076923077,8.32275383144676e-6
0.19595959595959597,5.103092783505154,8.695232140976117e-6
0.19494949494949496,5.129533678756476,9.096067399294583e-6
0.19393939393939397,5.156249999999999,9.528546457193698e-6
0.19292929292929292,5.183246073298429,9.996485843988268e-6
0.19191919191919193,5.2105263157894735,1.0504339264638674e-5
0.19090909090909092,5.238095238095238,1.1057339782905018e-5
0.18989898989898993,5.2659574468085095,1.1661676027063805e-5
0.18888888888888888,5.294117647058823,1.232472061829526e-5
0.1878787878787879,5.32258064516129,1.3055328959232781e-5
0.18686868686868688,5.351351351351351,1.3864229305049491e-5
0.18585858585858586,5.380434782608695,1.4764546504952847e-5
0.18484848484848487,5.40983606557377,1.577250799433827e-5
0.18383838383838383,5.43956043956044,1.690841762469475e-5
0.18282828282828284,5.469613259668508,1.8198017037285297e-5
0.18181818181818182,5.5,1.9674429346139277e-5
0.1808080808080808,5.5307262569832405,2.1380998974862564e-5
0.17979797979797982,5.561797752808988,2.337553657971725e-5
0.1787878787878788,5.59322033898305,2.5736859122549305e-5
0.17777777777777778,5.625,2.8575180047951676e-5
0.1767676767676768,5.657142857142857,3.20492416889806e-5
0.17575757575757578,5.689655172413793,3.639577662806204e-5
0.17474747474747473,5.722543352601156,4.198263622257059e-5
0.17373737373737375,5.755813953488372,4.9409819367962626e-5
0.17272727272727276,5.789473684210526,5.971241766378199e-5
0.1717171717171717,5.823529411764706,7.47866988253243e-5
0.1707070707070707,5.8579881656804735,9.827957664620968e-5
0.1696969696969697,5.892857142857142,0.0001371525154199027
0.1686868686868687,5.92814371257485,0.00020295941337344914
0.16767676767676767,5.963855421686747,0.0003099012998291073
0.16666666666666669,5.999999999999999,0.0004702764847239749
0.16565656565656567,6.036585365853658,0.0006924901278537732
0.16464646464646465,6.07361963190184,0.0009819068086316385
0.16363636363636366,6.11111111111111,0.0013420846450213908
0.16262626262626262,6.149068322981367,0.0017755698687684784
0.1616161616161616,6.187500000000001,0.0022843339938982687
0.1606060606060606,6.226415094339623,0.002870012313366921
0.15959595959595962,6.265822784810125,0.003534038526528338
0.1585858585858586,6.305732484076432,0.0042777241453748616
0.15757575757575756,6.346153846153847,0.005102307407248485
0.15656565656565657,6.387096774193548,0.006008984627897007
0.15555555555555556,6.428571428571429,0.006998931050221646
0.15454545454545454,6.470588235294118,0.008073315166625239
0.15353535353535355,6.513157894736842,0.009233308874394552
0.15252525252525254,6.556291390728476,0.010480094889077307
0.15151515151515152,6.6,0.011814872317978509
0.1505050505050505,6.644295302013423,0.013238860967597965
0.14949494949494951,6.689189189189189,0.01475330477837522
0.1484848484848485,6.7346938775510194,0.016359474637849925
0.14747474747474748,6.780821917808219,0.018058670758499762
0.14646464646464646,6.827586206896552,0.01985222474222148
0.14545454545454548,6.874999999999999,0.02174150142811415
0.14444444444444446,6.9230769230769225,0.023727900582213746
0.14343434343434344,6.971830985915493,0.02581285848723036
0.14242424242424243,7.0212765957446805,0.02799784946019024
0.14141414141414144,7.07142857142857,0.030284387335040908
0.14040404040404042,7.1223021582733805,0.032674026925628485
0.1393939393939394,7.173913043478261,0.03516836549024349
0.1383838383838384,7.226277372262774,0.03776904421169247
0.13737373737373737,7.279411764705882,0.04047774970354734
0.13636363636363638,7.333333333333332,0.043296215553610296
0.13535353535353536,7.388059701492537,0.04622622391320386
0.13434343434343435,7.443609022556391,0.049269607138318516
0.13333333333333336,7.499999999999998,0.05242824949458624
0.13232323232323234,7.557251908396945,0.05570408892480616
0.13131313131313133,7.615384615384615,0.05909911889396646
0.1303030303030303,7.674418604651162,0.06261539030970598
0.1292929292929293,7.734375,0.06625501353286145
0.1282828282828283,7.79527559055118,0.0700201604749755
0.1272727272727273,7.857142857142856,0.07391306679650356
0.12626262626262627,7.92,0.07793603420842521
0.12525252525252525,7.983870967741935,0.08209143288452259
0.12424242424242425,8.048780487804878,0.08638170399044487
0.12323232323232325,8.114754098360654,0.09080936233992709
0.12222222222222223,8.181818181818182,0.09537699918121678
0.12121212121212123,8.249999999999998,0.10008728512575793
0.12020202020202021,8.319327731092436,0.10494297322341906
0.11919191919191921,8.389830508474574,0.10994690220065095
0.1181818181818182,8.46153846153846,0.1151019998608791
0.11717171717171718,8.534482758620689,0.12041128666843992
0.11616161616161616,8.608695652173914,0.12587787951785856
0.11515151515151516,8.68421052631579,0.13150499570740548
0.11414141414141414,8.761061946902656,0.13729595712365672
0.11313131313131312,8.839285714285715,0.14325419465685751
0.11212121212121214,8.918918918918918,0.14938325285383236
0.11111111111111113,8.999999999999998,0.1556867948346108
0.11010101010101012,9.082568807339449,0.16216860747760098
0.1090909090909091,9.166666666666666,0.1688326069016588
0.10808080808080808,9.25233644859813,0.17568284425824654
0.10707070707070708,9.339622641509433,0.1827235118582573
0.10606060606060606,9.428571428571429,0.18995894965194893
0.10505050505050505,9.51923076923077,0.1973936520933366
0.10404040404040406,9.611650485436892,0.2050322754068401
0.10303030303030304,9.705882352941176,0.21287964529342718
0.10202020202020202,9.801980198019802,0.2209407650978248
0.10101010101010101,9.9,0.2292208244792513
0.1,10.0,0.23772520861598023
