β,purity,weight
0.5,1.5018712354620634,1.3969838619232177e-10
1.0,1.5074006012280103,1.3969838619232177e-10
1.5,1.5163550716113579,1.3969838619232177e-10
2.0,1.528402259724725,9.778887033462523e-10
2.5,1.5431664810693289,6.984919309616088e-9
3.0,1.5602732590663413,4.917383193969726e-8
3.5,1.5793775905528145,3.970228135585785e-7
4.0,1.600172946621039,8.866237476468087e-6
4.5,1.6033147015442113,0.0017242431640625
5.0,1.6219395762949165,0.002197265625
5.5,1.6410202340215658,0.0027313232421875
6.0,1.6603932718825867,0.003326416015625
6.5,1.6822663986846622,0.0038909912109375
7.0,1.7023062907981497,0.0045318603515625
7.5,1.7223320063928675,0.0052642822265625
8.0,1.745794840226972,0.005889892578125
8.5,1.7661303982469643,0.006683349609375
9.0,1.7904209387192178,0.0074920654296875
9.5,1.8110635223994374,0.00823974609375
10.0,1.8312526413604764,0.0091094970703125
10.5,1.8569890904043813,0.0098114013671875
11.0,1.8773856626127547,0.0107574462890625
11.5,1.9041126026738044,0.011444091796875
12.0,1.924619697128409,0.012420654296875
12.5,1.9523258988075325,0.01312255859375
13.0,1.9729990178184715,0.0140838623046875
13.5,2.0016607754933795,0.0148773193359375
14.0,2.0220506977813555,0.0157470703125
14.5,2.0516818658735434,0.0166778564453125
15.0,2.0728648292371727,0.0174102783203125
15.5,2.09364737550235,0.0184326171875
16.0,2.125013485208728,0.0191650390625
16.5,2.146162013459523,0.020050048828125
17.0,2.167047812023348,0.0210723876953125
17.5,2.20020196155999,0.0217132568359375
18.0,2.221495542734325,0.02264404296875
18.5,2.2425958079690598,0.023651123046875
19.0,2.2776534011650704,0.0242767333984375
19.5,2.299246380638534,0.025146484375
20.0,2.3187751362333158,0.0261077880859375
20.5,2.3558604983091747,0.026824951171875
21.0,2.377770284700453,0.02752685546875
21.5,2.3995528727791497,0.0284423828125
22.0,2.4212366499375957,0.02935791015625
22.5,2.4613222742920415,0.029876708984375
23.0,2.483651027362621,0.030609130859375
23.5,2.505925302083614,0.0314483642578125
24.0,2.528135899604553,0.0322723388671875
24.5,2.571551227153627,0.0327606201171875
25.0,2.5946917279163966,0.0339202880859375
25.5,2.617707023842693,0.0348052978515625
26.0,2.6165798085172103,0.0359954833984375
26.5,2.6386634931833193,0.037139892578125
27.0,2.660739108777897,0.038299560546875
27.5,2.6830068764496757,0.040069580078125
28.0,2.6759292224175115,0.0421142578125
28.5,2.696950138720955,0.0435791015625
29.0,2.7099548025341695,0.04547119140625
29.5,2.696599225393042,0.0481719970703125
30.0,2.7160754276352614,0.050262451171875
30.5,2.7355666369324507,0.052398681640625
31.0,2.7156071792577614,0.055938720703125
31.5,2.7337554147091634,0.0576019287109375
32.0,2.7516663382011473,0.061279296875
32.5,2.769747479659288,0.0638427734375
33.0,2.7410094374037874,0.0673828125
33.5,2.757372304586053,0.0706329345703125
34.0,2.773650689130821,0.0744171142578125
34.5,2.7900717562426056,0.0777587890625
35.0,2.751333674376187,0.082611083984375
35.5,2.7662765650768844,0.0852203369140625
36.0,2.7802632036247807,0.090850830078125
36.5,2.7950441872313116,0.0941619873046875
37.0,2.8094626991638587,0.098785400390625
37.5,2.8235719492507214,0.10467529296875
38.0,2.7709418272809403,0.1082305908203125
38.5,2.783394442189632,0.1130218505859375
39.0,2.7953995647173717,0.1190948486328125
39.5,2.8074278245535362,0.125274658203125
40.0,2.820642581427258,0.128387451171875
